Stadt;Insgesamt;Benzin;Diesel;Gas (einschl. bivalent);Hybrid;Elektro;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige2;Euro 1 2;Euro 2 2;Euro 3 2;Euro 4 2;Euro 5 2;Euro 6 2;Sonstige3
09762 KAUFBEUREN,STADT ;22746;14950;7467;235;;;94;406;2229;2667;8298;7337;1459;92;58;445;1200;2042;3086;549;42
09763 KEMPTEN(ALLGAEU),STADT ;36566;22861;13206;310;;;189;520;3347;4116;12144;12872;3035;198;77;708;1886;3056;6023;1330;82
09764 MEMMINGEN,STADT ;24255;15257;8716;225;;;57;421;2406;2996;8628;7768;1681;79;47;456;1381;2235;3693;848;26
09771 AICHACH-FRIEDBERG ;80270;51715;27460;801;;;294;1580;8449;9846;29216;25088;4811;360;181;1773;4538;7454;11310;1973;148
09772 AUGSBURG ;152972;101971;48832;1433;;;736;2918;15376;18025;54521;49755;9859;693;352;2691;7630;13032;21013;3648;292
09773 DILLINGEN A.D.DONAU ;60048;38964;20334;580;;;170;1135;6642;7903;23046;17657;2827;185;125;1263;3491;6030;8064;1198;70
09774 GUENZBURG ;77142;48460;27909;589;;;184;1287;7944;9453;29182;24175;4070;334;113;1374;4329;8144;11874;1894;104
09775 NEU-ULM ;101521;67074;33436;834;;;177;1731;10332;11662;38630;30855;6847;292;118;1697;5105;9812;13703;2765;112
09776 LINDAU (BODENSEE) ;48782;31994;16292;351;;;145;1046;5832;6308;17620;14285;2668;270;167;1297;2932;4201;6391;1107;100
09777 OSTALLGAEU ;84344;53134;29999;905;;;306;1601;8823;10698;30774;26811;4260;539;272;2199;5329;7914;12169;1798;218
09778 UNTERALLGAEU ;89771;56769;31992;752;;;258;1750;10025;11433;34467;26675;4020;369;208;2108;5390;9411;12786;1848;135
09779 DONAU-RIES ;85186;53344;30852;704;;;286;1718;10547;11313;31447;24376;4690;379;194;2171;5378;8887;11828;2150;162
09780 OBERALLGAEU ;93537;59413;33258;660;;;206;1757;9146;11278;33154;31050;5340;681;289;2449;5708;8261;13951;2220;259
RB ZUSAMMEN ;1086626;701393;371449;9943;;;3841;20449;114189;132872;394817;340025;67207;4993;2414;22670;60291;100704;153783;28285;1967
LAND INSGESAMT ;7550273;4725777;2730395;65049;;;29052;147948;782099;879098;2632289;2389230;586179;41959;17270;157477;412152;688133;1149638;281568;15562
BERLIN ;;;;;;;;;;;;;;;;;;;;;
11000 BERLIN ;1178417;854691;296399;17429;;;9898;30721;151390;145941;405673;342831;83363;2699;1715;16451;45005;73141;124748;31950;1095
LAND INSGESAMT ;1178417;854691;296399;17429;;;9898;30721;151390;145941;405673;342831;83363;2699;1715;16451;45005;73141;124748;31950;1095
BRANDENBURG ;;;;;;;;;;;;;;;;;;;;;
12051 BRANDENBURG/HAVEL,STADT ;33530;25146;7929;306;;;149;632;4276;4222;12736;9574;1749;109;49;493;1369;2127;3261;557;43
12052 COTTBUS, STADT ;47891;36086;11200;389;;;216;983;6171;5942;17806;13837;2538;132;67;624;1924;2764;4816;933;39
12053 FRANKFURT/ODER,STADT ;27920;21595;5824;386;;;115;565;3305;3434;10607;8202;1556;96;53;359;934;1439;2498;509;21
12054 POTSDAM,STADT ;70411;49231;19926;921;;;333;1335;7531;8070;25756;22136;4674;154;102;1028;2838;5059;8704;2010;84
12060 BARNIM ;97949;71494;24530;1505;;;420;2224;13033;12977;36419;27740;4159;283;176;1866;4484;6537;9817;1437;90
12061 DAHME-SPREEWALD ;95705;67018;26494;1684;;;509;2451;13034;12409;35108;27174;4316;233;190;1806;4634;7160;10853;1641;83
12062 ELBE-ELSTER ;62921;45359;16660;722;;;180;2098;10138;8703;23174;15372;2497;207;150;1321;3153;4760;6264;889;69
12063 HAVELLAND ;87391;62517;23240;1277;;;357;1994;11374;11282;32775;24535;4081;300;158;1561;4100;6605;9175;1419;125
12064 MAERKISCH-ODERLAND ;109535;80465;26936;1699;;;435;2841;15221;14266;40618;29543;4690;475;227;1981;4817;7321;10636;1676;134
12065 OBERHAVEL ;114411;82771;29335;1834;;;471;2750;15011;14961;42417;31856;4792;417;186;1985;5068;8311;11708;1761;131
12066 ODERSPREEWALD-LAUSITZ ;64980;46868;17149;759;;;204;1755;8740;8747;24077;17814;2826;187;106;1083;2992;4766;7039;1062;48
12067 ODER-SPREE ;102921;74752;26399;1447;;;323;2274;13255;13347;38660;29424;4651;325;155;1783;4549;7039;10886;1791;99
12068 OSTPRIGNITZ-RUPPIN ;56120;38760;16438;805;;;117;1344;7852;7866;21711;14305;2102;266;113;1284;3076;4747;6110;935;92
12069 POTSDAM-MITTELMARK ;120457;81658;36708;1678;;;413;2709;14093;15103;44784;36014;5924;307;219;2345;6356;10035;15083;2383;119
12070 PRIGNITZ ;44457;31359;12507;503;;;88;1172;6555;6039;17286;11059;1655;152;102;1028;2330;3432;4822;689;41
12071 SPREE-NEISSE ;70153;52376;16943;648;;;186;1908;10235;9277;26719;18196;2601;319;124;1238;3230;4614;6708;911;68
12072 TELTOW-FLAEMING ;95922;66599;27466;1533;;;324;2533;12690;11890;35076;27487;4669;217;182;1887;4537;7138;11491;2030;85
12073 UCKERMARK ;67062;50234;15989;651;;;188;1523;8893;9024;26172;17640;2615;206;137;1144;2991;4450;6236;908;55
LAND INSGESAMT ;1369736;984288;361673;18747;;;5028;33091;181407;177559;511901;381908;62095;4385;2496;24816;63382;98304;146107;23541;1426
BREMEN ;;;;;;;;;;;;;;;;;;;;;
04011 BREMEN, STADT ;236684;158496;73755;3256;;;1177;5630;28707;28935;79754;67342;20729;1019;486;3812;10428;17697;30486;9944;461
04012 BREMERHAVEN,STADT ;47800;33312;13545;717;;;226;772;6022;6224;17643;13838;2904;130;88;859;2301;3635;5357;1195;53
LAND INSGESAMT ;284484;191808;87300;3973;;;1403;6402;34729;35159;97397;81180;23633;1149;574;4671;12729;21332;35843;11139;514
HAMBURG ;;;;;;;;;;;;;;;;;;;;;
02000 HAMBURG ;761655;491695;259707;6507;;;3746;17290;79273;83582;239323;230627;94514;3969;2410;14839;35045;51243;104049;48857;1859
LAND INSGESAMT ;761655;491695;259707;6507;;;3746;17290;79273;83582;239323;230627;94514;3969;2410;14839;35045;51243;104049;48857;1859
HESSEN ;;;;;;;;;;;;;;;;;;;;;
RB DARMSTADT ;;;;;;;;;;;;;;;;;;;;;
06411 DARMSTADT,STADT ;70652;44742;24783;745;;;382;1771;7997;8191;23401;21657;6179;285;137;1064;3086;6043;10917;3292;126
06412  FRANKFURT AM MAIN,STADT;323512;181670;137246;2739;;;1857;7050;30215;31598;91986;112134;43073;1054;271;3552;12125;24755;67042;28768;258
06413  OFFENBACH AM MAIN,STADT;53208;34308;18000;580;;;320;1423;6939;6889;17825;15113;4076;208;80;832;2627;4680;7501;2179;57
06414 WIESBADEN,STADT ;140479;89788;48720;1257;;;714;2914;14430;15930;47144;45037;12085;328;158;1610;5936;12380;21623;6747;105
06431 BERGSTRASSE ;164047;111171;50631;1621;;;624;4041;20329;20296;57590;47809;11157;573;382;3110;8174;13313;20887;4236;226
06432 DARMSTADT-DIEBURG ;176788;119348;54702;1946;;;792;4181;20388;21278;62119;53665;11828;734;349;2932;8264;14733;22742;5148;278
06433 GROSS-GERAU ;160555;110429;47780;1733;;;613;3240;16796;17886;51714;43604;25247;505;216;2113;6622;12321;18703;7466;218
06434 HOCHTAUNUSKREIS ;159370;98002;59271;1216;;;881;3175;12850;14493;47304;51322;27168;576;195;1732;5850;11146;25152;14877;182
06435 MAIN-KINZIG-KREIS ;242400;162577;76375;2407;;;1041;5402;28172;29276;87922;73679;13779;1004;430;4050;11728;21733;32214;5635;349
