Stadt;Insgesamt;Benzin;Diesel;Gas (einschl. bivalent);Hybrid;Elektro;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige2;Euro 1 2;Euro 2 2;Euro 3 2;Euro 4 2;Euro 5 2;Euro 6 2;Sonstige3
01061  STEINBURG;72517;50268;21237;1120;;;49;3736;16732;13192;30028;7454;14;559;470;3491;6141;7657;3052;14;278
01062  STORMARN;134829;95098;38150;1588;;;197;6470;26742;22766;57521;18360;58;1064;746;4786;9799;13786;8294;58;469
LAND INSGESAMT;1499358;1045925;435756;18625;;;1537;76495;337656;264846;622982;170814;420;9444;9511;67909;122740;154901;72266;420;4518
HAMBURG;;;;;;;;;;;;;;HAMBURG;;;;;;;
02000  HAMBURG;731283;511011;213365;6723;;;1328;35477;135210;112385;285853;145503;696;4046;3538;21923;46719;66477;70329;696;1848
LAND INSGESAMT;731283;511011;213365;6723;;;1328;35477;135210;112385;285853;145503;696;4046;3538;21923;46719;66477;70329;696;1848
NIEDERSACHSEN;;;;;;;;;;;;;;NIEDERSACHSEN;;;;;;;
RB BRAUNSCHWEIG;;;;;;;;;;;;;;;;;;;;;
03101  BRAUNSCHWEIG,STADT;120641;84560;34299;1828;;;295;5636;22469;16270;48482;24403;50;1756;484;3329;7419;11482;10762;50;556
03102  SALZGITTER,STADT;49656;36793;11727;1204;;;41;2642;11505;8166;20737;5818;19;248;173;1610;3289;4375;2107;19;80
03103  WOLFSBURG,STADT;121297;72128;47900;1353;;;278;2911;10218;6305;23341;75553;596;1108;367;1776;3866;5624;35246;596;303
03151  GIFHORN;92559;62731;28572;1393;;;56;4376;20198;13857;39795;12836;25;435;471;4366;8262;10519;4513;25;202
03152  GOETTINGEN;125160;90796;32688;1966;;;84;7004;28706;20601;50889;15005;30;1081;592;4593;8848;11803;6142;30;502
03153  GOSLAR;74882;54163;19446;1428;;;68;3539;15395;12339;32983;9291;13;383;266;2262;5334;7643;3645;12;140
03154  HELMSTEDT;49582;34776;13877;936;;;43;2887;10718;7069;21109;6936;16;304;289;1933;3749;5186;2470;16;128
03155  NORTHEIM;80232;59460;19608;1271;;;37;4406;18442;13261;33395;8993;22;614;365;2509;5419;7615;3324;22;243
03156  OSTERODE AM HARZ;43677;32560;10434;812;;;36;2234;9673;7268;18577;4765;14;351;170;1320;2875;4073;1798;14;123
03157  PEINE;73618;54606;17551;1578;;;35;4319;17973;11857;30518;7833;14;401;317;2588;5069;6598;2677;14;163
03158  WOLFENBUETTEL;67472;48958;17366;1264;;;37;3588;14563;10902;29225;8055;17;419;304;2346;4996;6598;2834;17;187
RB ZUSAMMEN;898776;631531;253468;15033;;;1010;43542;179860;127895;349051;179488;816;7100;3798;28632;59126;81516;75518;815;2627
RB HANNOVER;;;;;;;;;;;;;;;;;;;;;
03241  HANNOVER;526268;381360;136314;9628;;;617;29126;113137;83373;219229;72781;235;2798;1706;13760;33536;52464;32816;235;1161
03251  DIEPHOLZ;123944;88616;33254;2248;;;143;6218;28747;21730;51693;13437;42;559;566;4866;9372;12451;5455;42;221
03252  HAMELN-PYRMONT;84349;63378;19759;1300;;;90;5157;19889;14043;33580;8642;13;707;406;2662;5569;7280;3333;13;262
03254  HILDESHEIM;147049;109291;35648;2177;;;120;7334;32182;24217;63365;17660;26;704;591;4404;10017;13696;6424;26;256
03255  HOLZMINDEN;42033;31326;10069;700;;;27;2489;9396;6609;17472;4703;5;528;201;1307;2711;3881;1730;5;157
03256  NIENBURG(WESER);68948;49534;18104;1398;;;70;4030;18026;12355;26913;6211;14;419;364;2906;5520;6571;2358;14;192
03257  SCHAUMBURG;91181;67530;22006;1789;;;62;5393;22195;15687;36859;9032;21;498;388;3039;6528;8400;3296;21;171
RB ZUSAMMEN;1083772;791035;275154;19240;;;1129;59747;243572;178014;449111;132466;356;6213;4222;32944;73253;104743;55412;356;2420
RB LUENEBURG;;;;;;;;;;;;;;;;;;;;;
03351  CELLE;97874;69345;27048;1570;;;59;5250;22956;16955;40175;11008;29;648;491;3742;7555;10033;4763;29;298
03352  CUXHAVEN;112348;79648;30323;3194;;;91;5388;26869;20032;47170;10900;9;537;574;4823;8897;11541;4052;9;205
03353  HARBURG;145394;100569;42810;2197;;;207;6551;29018;25475;63040;17627;49;886;805;5818;12066;16147;7062;49;390
03354  LUECHOW-DANNENBERG;27737;18789;8214;917;;;25;1903;8060;5111;9909;2233;6;227;212;1758;2491;2651;910;6;114
03355  LUENEBURG;90840;61810;27793;1323;;;83;4466;20448;16381;37494;10562;30;672;546;4051;7937;10254;4572;30;311
03356  OSTERHOLZ;64562;46860;16344;1492;;;57;3336;15247;11735;26983;6282;14;303;293;2323;4837;6263;2371;14;110
03357  ROTENBURG(WUEMME);97169;64717;30835;2012;;;65;4794;23532;17519;39474;10397;27;455;481;4570;8902;11242;5192;27;183
03358  HEIDEKREIS;77719;54101;22238;1573;;;39;4340;18400;13846;31174;7758;14;574;425;3207;6586;8329;3284;13;244
03359  STADE;109436;77451;30525;1669;;;109;4958;24339;19450;46448;12570;46;491;628;4726;8596;11307;4749;46;219
03360  UELZEN;51244;36345;14348;557;;;36;2936;12254;8343;21270;5637;8;368;360;2370;4134;5026;2184;8;180
03361  VERDEN;76881;54407;21308;1329;;;52;3709;16487;13322;32567;9426;14;383;342;2632;5878;8141;4021;14;126
RB ZUSAMMEN;951204;664042;271786;17833;;;823;47631;217610;168169;395704;104400;246;5544;5157;40020;77879;100934;43160;245;2380
RB WESER-EMS;;;;;;;;;;;;;;;;;;;;;
03401  DELMENHORST,STADT;37321;28574;8017;852;;;46;1850;8727;6447;15287;4123;12;200;148;1079;2389;2976;1278;12;68
03402  EMDEN,STADT;21634;15826;5315;645;;;23;986;5204;3508;8959;2672;9;121;102;769;1515;1768;1073;9;57
03403  OLDENBURG (OLDENB), STADT;78548;52894;23568;2735;;;107;3624;16842;13338;32561;10337;36;447;364;3049;5958;8646;5092;36;162
03404  OSNABRUECK,STADT;74652;51937;21501;1151;;;191;3898;14908;11765;31216;11712;27;275;159;1722;4603;8424;6399;27;88
03405  WILHELMSHAVEN,STADT;36957;28148;8046;845;;;34;1769;8358;6428;15850;4057;7;156;163;1140;2345;2996;1254;7;61
03451  AMMERLAND;69273;46705;20966;1925;;;46;3067;16330;12607;28696;7305;17;346;376;3216;6040;7645;3330;17;170
03452  AURICH;101390;71524;26494;4251;;;56;5283;26490;17587;41048;9493;30;534;557;4717;7764;9410;3586;30;242
03453  CLOPPENBURG;83153;49873;31394;2167;;;33;3777;20839;16648;33566;6891;25;359;572;5831;9214;11753;3644;25;174
03454  EMSLAND;171460;102963;63208;5600;;;114;6625;35961;32504;74945;19374;49;822;723;8452;17505;25493;10446;49;359
03455  FRIESLAND;58092;40564;15643;2102;;;51;2936;14309;10268;23848;5793;11;264;328;2686;4498;5641;2223;11;111
03456  GRAFSCHAFT BENTHEIM;73254;40832;28827;3710;;;31;2993;15172;15030;31532;7680;20;285;373;3571;8180;12031;4402;20;125
03457  LEER;89051;60246;25820;3276;;;39;4350;22847;16574;36066;7913;22;392;468;4256;7583;9521;3538;22;169
03458  OLDENBURG(OLDENBURG);73251;49093;22449;2093;;;58;3354;16909;13082;30632;7694;13;335;400;3413;6449;8551;3267;13;152
03459  OSNABRUECK;200790;140871;56509;3556;;;153;10277;46532;34664;84879;21528;45;1062;747;7175;15535;22795;9552;45;387
03460  VECHTA;72926;45632;25934;1520;;;55;3281;16465;13739;30810;7622;33;283;395;3893;7206;10159;4008;33;111
03461  WESERMARSCH;47921;33173;13235;1672;;;36;2415;11708;8783;19572;4612;13;275;277;2199;3900;4821;1799;13;102
03462  WITTMUND;31792;22500;8318;1119;;;14;1793;8476;5550;12605;2722;6;239;173;1573;2455;2883;1046;6;108
RB ZUSAMMEN;1321465;881355;405244;39219;;;1087;62278;306077;238522;552072;141528;375;6395;6325;58741;113139;155513;65937;375;2646
LAND INSGESAMT;4255217;2967963;1205652;91325;;;4049;213198;947119;712600;1745938;557882;1793;25252;19502;160337;323397;442706;240027;1791;10073
BREMEN;;;;;;;;;;;;;;BREMEN;;;;;;;
04011  BREMEN,STADT;225074;164149;57766;3158;;;434;12297;47960;36586;88635;33622;133;1284;765;5809;13719;20872;15383;133;533
04012  BREMERHAVEN,STADT;44921;33507;10742;710;;;79;2044;10052;7640;19048;5609;19;197;172;1332;2946;3917;2210;19;68
LAND INSGESAMT;269995;197656;68508;3868;;;513;14341;58012;44226;107683;39231;152;1481;937;7141;16665;24789;17593;152;601
NORDRHEIN-WESTFALEN;;;;;;;;;;;;;;NORDRHEIN-WESTFALEN;;;;;;;
RB DUESSELDORF;;;;;;;;;;;;;;;;;;;;;
05111  DUESSELDORF,STADT;282437;181871;97015;3867;;;478;15205;49275;42674;108426;59875;258;1544;755;7382;18461;31762;37440;258;583
05112  DUISBURG,STADT;214941;161811;48566;4639;;;167;13239;48840;37040;86051;25407;77;846;486;5929;13750;17835;9824;77;355
05113  ESSEN,STADT;266528;197831;64084;5228;;;297;14221;53681;43474;112201;39313;113;642;519;6176;15231;24117;17420;113;220
05114  KREFELD,STADT;107678;77633;27383;2765;;;109;6262;22181;18032;44651;14369;49;630;311;2908;7452;10095;6198;49;246
05116  MOENCHENGLADBACH, STADT;123470;88443;32055;2989;;;163;7191;25958;21462;51050;15257;49;829;524;3805;8579;11900;6709;49;346
05117  MUELHEIM A.D.RUHR,STADT;87056;64891;20884;1299;;;104;4601;17194;14364;37318;12070;33;280;204;2152;5293;7865;5115;33;92
05119  OBERHAUSEN,STADT;101542;78360;21207;1972;;;100;5809;22187;16980;42800;12208;25;414;260;2502;5797;8076;4267;25;164
05120  REMSCHEID,STADT;56864;41399;14771;731;;;55;2534;10466;9236;25054;8490;25;228;147;1429;3807;5658;3536;25;59
05122  SOLINGEN,STADT;82223;60970;19986;1280;;;137;4580;17253;13368;33582;11871;30;308;259;2054;5313;7007;5101;30;93
05124  WUPPERTAL,STADT;155711;115069;38455;2274;;;162;7864;31804;25644;66896;20991;64;492;300;3711;10152;15124;8698;64;195
05154  KLEVE;168899;104202;56411;8286;;;161;8801;36396;33468;69291;17857;35;1203;952;7837;16881;21193;8695;35;600
05158  METTMANN;270459;191745;74807;4065;;;329;13165;51232;45065;116157;40162;141;1117;799;7302;18360;27550;19797;141;419
05162  NEUSS;246654;173038;69225;4667;;;287;12854;45270;41204;103623;35471;133;1847;865;6726;17457;25627;17167;133;795
05166  VIERSEN;168103;114874;47652;5719;;;140;9175;34860;30693;69916;19770;30;1101;694;5569;13640;17951;9103;30;422
05170  WESEL;258703;184250;66487;8094;;;261;13522;53203;45729;111383;30997;64;1322;932;8044;18649;25807;12118;64;569
RB ZUSAMMEN;2591268;1836387;698988;57875;;;2950;139023;519800;438433;1078399;364108;1126;12803;8007;73526;178822;257567;171188;1126;5158
RB KOELN;;;;;;;;;;;;;;;;;;;;;
05314  BONN,STADT;166534;98699;66116;1712;;;230;8729;28419;23444;63147;38125;111;1313;632;4347;9830;22495;27934;111;526
05315  KOELN,STADT;438952;302061;131396;5005;;;916;24166;81655;71635;173014;73894;210;2479;1416;11535;30324;47238;38758;210;1028
05316  LEVERKUSEN,STADT;81053;58926;20901;1228;;;102;4622;16848;13524;32989;11535;25;367;257;2329;5403;7336;5265;25;142
05334  AACHEN, STAEDTEREGION;263081;180132;77161;5736;;;309;13337;52296;46493;110958;35081;108;1333;1226;9073;20516;29083;16111;108;501
05358  DUEREN;143678;101514;39351;2849;;;102;7870;30349;25614;60412;16728;28;793;672;5444;10954;14720;6897;28;310
05362  RHEIN-ERFT-KREIS;249857;180199;65850;3765;;;304;13443;48755;44050;106965;32529;70;1480;928;7197;18061;25210;13534;70;546
05366  EUSKIRCHEN;110410;74429;33573;2493;;;102;5604;23562;20478;45069;13580;18;577;486;4265;9479;12515;6332;18;229
05370  HEINSBERG;139952;90900;43204;5791;;;111;7440;29379;26677;58976;15120;34;1100;726;5560;12557;16912;6823;34;435
05374  OBERBERGISCHER KREIS;160101;113416;44310;2554;;;107;7937;33145;27818;68452;19783;34;1163;545;5203;12511;17002;8432;34;416
05378  RHEIN.-BERGISCHER KREIS;163378;117140;43953;2332;;;187;8202;31933;28329;69809;21441;72;829;536;4975;11883;16581;9251;72;311
05382  RHEIN-SIEG-KREIS;324820;232195;86800;5986;;;347;17078;68171;59488;137222;37120;94;1969;1185;10502;25010;33478;15355;94;723
RB ZUSAMMEN;2241816;1549611;652615;39451;;;2817;118428;444512;387550;927013;314936;804;13403;8609;70430;166528;242570;154692;804;5167
RB MUENSTER;;;;;;;;;;;;;;;;;;;;;
05512  BOTTROP,STADT;62041;48472;12341;1239;;;55;3430;12933;9950;26169;7206;13;275;136;1455;3472;4600;2432;13;130
05513  GELSENKIRCHEN,STADT;114635;88527;23999;2160;;;134;7739;25944;18809;45077;13626;24;899;358;3050;6846;8576;4754;24;261
05515  MUENSTER,STADT;130362;87658;40118;2773;;;113;6857;26183;22191;52918;19306;61;715;562;4054;9517;14914;10392;61;308
05554  BORKEN;193150;119568;65723;8111;;;113;8152;39749;37430;83089;21457;63;1011;824;7757;18628;26885;10865;63;449
05558  COESFELD;121317;81454;36587;3369;;;118;5603;25685;23383;51428;13272;35;592;529;4681;10578;14167;6122;35;263
05562  RECKLINGHAUSEN;320635;243814;70176;6776;;;280;17744;68694;53869;137963;36937;45;1459;906;8779;20172;26914;12421;45;615
05566  STEINFURT;236874;162173;69227;5554;;;171;11045;52500;42916;100011;25839;64;1355;957;8520;19652;26953;12151;64;578
05570  WARENDORF;150717;106548;40678;3783;;;124;8122;35224;27165;61876;15534;33;927;677;5732;11810;14992;6845;33;335
RB ZUSAMMEN;1329731;938214;358849;33765;;;1108;68692;286912;235713;558531;153177;338;7233;4949;44028;100675;138001;65982;338;2939
RB DETMOLD;;;;;;;;;;;;;;;;;;;;;
05711  BIELEFELD,STADT;151141;107817;40956;2469;;;190;7126;32827;25374;62720;20502;68;643;665;5258;10633;14777;8989;68;258
05754  GUETERSLOH;198821;141324;54426;3211;;;174;10116;45065;33898;82095;23796;70;996;843;7228;14775;19872;10841;70;360
05758  HERFORD;145677;107854;35413;2627;;;129;7095;31005;24454;62976;18156;51;750;484;4325;9482;13308;7345;51;287
05762  HOEXTER;80997;57383;21815;1931;;;40;3555;17681;13798;35793;8771;15;356;321;2942;6109;8688;3449;15;135
05766  LIPPE;195760;141532;50527;3971;;;139;10082;45718;33751;80343;22583;62;1220;812;7404;14352;18425;8724;62;464
05770  MINDEN-LUEBBECKE;182092;133250;45598;3344;;;264;9924;42193;30701;74559;19792;63;1374;772;6368;12432;16906;8256;63;505
05774  PADERBORN;158756;109207;46119;3600;;;105;6702;34493;28419;68311;18570;54;563;617;5943;12705;17741;8615;54;204
RB ZUSAMMEN;1113244;798367;294854;21153;;;1041;54600;248982;190395;466797;132170;383;5902;4514;39468;80488;109717;56219;383;2213
RB ARNSBERG;;;;;;;;;;;;;;;;;;;;;
05911  BOCHUM,STADT;186568;137510;46573;2611;;;159;9369;35732;27947;78897;32053;39;667;374;4046;9917;20470;11278;39;283
05913  DORTMUND,STADT;258153;190795;63695;3754;;;282;14176;55115;43643;106485;33815;70;1371;756;7234;16973;23861;13962;70;548
05914  HAGEN,STADT;89221;66855;21431;979;;;76;5180;19747;15021;37035;10586;30;558;291;2580;5839;8047;4341;30;201
05915  HAMM,STADT;86429;64166;20898;1406;;;86;4585;19375;14856;35610;9866;16;504;293;2795;5998;7824;3624;16;178
05916  HERNE,STADT;70922;55640;14075;1276;;;51;4385;16264;11867;29160;7582;13;305;205;1811;4102;5248;2468;13;131
05954  ENNEPE-RUHR-KREIS;182125;135479;43910;3059;;;177;9526;36940;30427;78158;23510;43;771;558;4807;12089;16674;9162;43;265
05958  HOCHSAUERLANDKREIS;149495;103043;44017;2455;;;99;6530;29720;25438;66158;19851;45;767;521;5042;11774;17372;8840;45;294
05962  MAERKISCHER KREIS;232874;169615;60149;3279;;;190;11281;46647;39904;101591;29875;56;1321;733;6802;16521;23207;12118;56;497
05966  OLPE;79440;55936;22649;872;;;40;3444;14880;13222;36499;10234;15;416;248;2292;5992;9279;4589;15;166
05970  SIEGEN-WITTGENSTEIN;159313;113818;43870;1630;;;128;6380;29187;26438;71819;22917;51;1029;478;4208;11131;17774;9740;51;347
05974  SOEST;167319;118729;45530;3141;;;129;8832;37562;28688;70986;18876;32;975;717;6063;12452;17511;8218;32;375
05978  UNNA;215346;159112;52597;4073;;;199;11135;44707;36513;92144;27540;64;1008;676;6193;14483;19680;10760;64;339
RB ZUSAMMEN;1877205;1370698;479394;28535;;;1616;94823;385876;313964;804542;246705;474;9692;5850;53873;127271;186947;99100;474;3624
LAND INSGESAMT;9153264;6493277;2484700;180779;;;9532;475566;1886082;1566055;3,84E+13;;3125;49033;31929;281325;653784;934802;547181;3125;19101
HESSEN;;;;;;;;;;;;;;HESSEN;;;;;;;
RB DARMSTADT;;;;;;;;;;;;;;;;;;;;;
06411  DARMSTADT,STADT;67841;46197;20854;825;;;155;3687;13639;11140;26967;10819;42;439;292;2008;4573;7709;5954;42;163
06412  FRANKFURT AM MAIN,STADT;308146;188755;116062;3685;;;656;15174;50971;43499;114906;76143;297;1177;557;5834;18388;38020;52165;297;324
06413  OFFENBACH AM MAIN,STADT;49627;35404;13524;679;;;197;3220;11316;8185;18745;7129;30;290;157;1362;3299;4904;3623;30;103
06414  WIESBADEN,STADT;135387;93312;40800;1426;;;205;6451;25811;22493;54769;22059;90;558;386;3592;9376;15547;11376;90;190
06431  BERGSTRASSE;155614;112718;41256;1655;;;190;8885;33440;26707;63808;19735;51;827;672;5020;11239;15384;8233;51;319
06432  DARMSTADT-DIEBURG;167609;120525;45114;1885;;;288;9051;33987;29188;69762;22057;43;1086;637;5082;11973;17018;9684;43;395
06433  GROSS-GERAU;146087;106512;37733;1767;;;383;7082;28050;23346;56891;28257;30;756;419;3731;9145;13711;10221;30;314
06434  HOCHTAUNUSKREIS;153487;101378;50707;1305;;;254;6343;22689;21856;59066;40038;114;746;371;3146;9203;15252;22215;114;233
06435  MAIN-KINZIG-KREIS;229719;165264;61883;2640;;;300;11982;47085;39808;98568;28015;59;1289;695;6616;16717;25238;11883;59;425
06436  MAIN-TAUNUS-KREIS;169725;111089;57372;1131;;;285;6161;23617;22266;62497;51351;136;715;284;2791;8958;16806;28024;136;216
06437  ODENWALDKREIS;56799;40521;15459;763;;;74;2935;12536;10252;23591;6396;10;312;212;2092;4417;5830;2670;10;115
06438  OFFENBACH;193316;140104;51063;2237;;;334;10285;36957;31621;81261;27672;102;897;504;4418;11958;19894;13553;102;271
06439  RHEINGAU-TAUNUS-KREIS;111241;78489;31620;1130;;;126;4946;20664;19474;48940;14251;23;760;348;3266;8248;12957;6387;23;257
06440  WETTERAUKREIS;170237;121644;46628;1893;;;229;8909;34675;29529;73126;20547;37;891;559;4790;12681;18880;9079;37;329
RB ZUSAMMEN;2114835;1461912;630075;23021;;;3676;105111;395437;339364;852897;374469;1064;10743;6093;53748;140175;227150;195067;1064;3654
RB GIESSEN;;;;;;;;;;;;;;;;;;;;;
06531  GIESSEN;136995;96227;38803;2051;;;210;6765;29812;24319;56787;16915;36;557;451;4428;10519;15287;7609;36;206
06532  LAHN-DILL-KREIS;148222;104695;41699;1758;;;117;6772;31081;26075;63003;18123;31;828;499;4832;11682;16243;7918;31;261
06533  LIMBURG-WEILBURG;101371;69315;30575;1451;;;103;4591;20797;18201;43897;12190;40;559;338;3306;8428;12267;5896;40;196
06534  MARBURG-BIEDENKOPF;129263;92624;34962;1750;;;124;5821;27351;22499;55902;15613;27;772;468;4117;9913;13728;6291;27;287
06535  VOGELSBERGKREIS;66529;46930;18664;996;;;54;3218;14817;11890;28360;7073;10;360;254;2414;5415;7287;3055;10;131
RB ZUSAMMEN;582380;409791;164703;8006;;;608;27167;123858;102984;247949;69914;144;3076;2010;19097;45957;64812;30769;144;1081
RB KASSEL;;;;;;;;;;;;;;;;;;;;;
06611  KASSEL,STADT;81266;57817;22253;1342;;;110;3857;17193;12432;32940;13288;30;430;316;2411;5421;7843;5893;30;168
06631  FULDA;125468;87087;36652;2066;;;81;5559;27806;22437;52126;15543;19;714;480;4604;10170;13604;7351;19;263
06632  HERSFELD-ROTENBURG;72560;52578;18795;1269;;;42;3435;17044;12370;30858;7592;19;408;271;2443;5190;7392;3254;19;134
06633  KASSEL, LAND;135037;99242;33857;2000;;;129;5882;27924;20426;59169;19333;35;688;509;4140;9243;12893;6512;35;265
06634  SCHWALM-EDER-KREIS;108039;77746;28427;1857;;;106;4855;22534;17747;47778;13488;19;607;385;3334;7840;11192;5298;19;215
06635  WALDECK-FRANKENBERG;94441;67245;25597;1749;;;59;4569;20301;16229;40866;10588;19;578;366;3116;7143;10168;4435;19;198
06636  WERRA-MEISSNER-KREIS;58909;42376;15604;989;;;22;3060;13585;10227;24772;6300;10;431;233;2136;4378;6096;2515;10;166
RB ZUSAMMEN;675720;484091;181185;11272;;;549;31217;146387;111868;288509;86132;151;3856;2560;22184;49385;69188;35258;151;1409
LAND INSGESAMT;3372935;2355794;975963;42299;;;4833;163495;665682;554216;1389355;530515;1359;17675;10663;95029;235517;361150;261094;1359;6144
RHEINLAND-PFALZ;;;;;;;;;;;;;;RHEINLAND-PFALZ;;;;;;;
RB KOBLENZ;;;;;;;;;;;;;;;;;;;;;
07111  KOBLENZ,STADT;54779;37985;16232;572;;;72;2505;10430;8910;23444;8586;25;237;209;1469;3810;6186;4339;25;85
07131  AHRWEILER;74960;53430;20489;1033;;;63;4347;16814;13271;31377;7611;14;501;327;2554;5970;8144;3157;14;161
07132  ALTENKIRCHEN(WESTWLD.);75170;54479;19695;983;;;68;3396;15480;13381;33029;8894;11;326;246;2309;5590;7703;3595;11;119
07133  BAD KREUZNACH;89215;63971;24168;1135;;;86;4753;20766;16200;36455;9407;16;491;394;3416;6825;9164;3983;16;185
07134  BIRKENFELD;48597;35879;12302;429;;;37;2305;11004;8662;20891;5105;5;155;152;1539;3592;5012;1853;5;49
07135  COCHEM-ZELL;38254;25158;12513;579;;;17;1616;7748;7582;16827;3951;3;169;165;1423;3686;5227;1874;3;72
07137  MAYEN-KOBLENZ;122814;88260;33219;1340;;;102;5800;24724;21965;53958;14096;25;666;464;3654;9530;13333;5751;25;228
07138  NEUWIED;106314;75757;28739;1802;;;103;5230;22693;19417;44792;12129;44;630;381;3405;8032;11101;5374;44;190
07140  RHEIN-HUNSRUECK-KREIS;62116;40519;20785;790;;;54;2528;12164;11664;27941;6910;15;272;240;2158;5975;8885;3279;15;94
07141  RHEIN-LAHN-KREIS;73305;52755;19556;979;;;57;3825;15985;13180;31188;7898;14;480;276;2230;5720;7675;3366;14;162
07143  WESTERWALDKREIS;120674;83001;35950;1734;;;98;4718;22370;20934;54936;15984;39;529;424;3585;9781;14654;7102;39;182
RB ZUSAMMEN;866198;611194;243648;11376;;;757;41023;180178;155166;374838;100571;211;4456;3278;27742;68511;97084;43673;211;1527
RB TRIER;;;;;;;;;;;;;;;;;;;;;
07211  TRIER-SAARBURG;134156;90045;43484;531;;;172;5732;26065;25154;58963;15782;29;591;500;4415;11710;18890;7476;29;218
07231  BERNKASTEL-WITTLICH;67019;44794;21831;368;;;55;3045;13938;12627;28326;8008;11;339;302;2688;6195;8600;3759;11;143
07232  EIFELKREIS BITBURG-PRUEM;57393;35170;21929;214;;;96;2743;12008;11368;24235;6233;12;243;252;2304;6204;9529;3435;12;92
07233  VULKANEIFEL;36972;24134;12407;415;;;24;1720;7612;6930;15875;4239;-;179;153;1402;3438;5124;2146;-;69
RB ZUSAMMEN;295540;194143;99651;1528;;;347;13240;59623;56079;127399;34262;52;1352;1207;10809;27547;42143;16816;52;522
RB RHEINHESSEN-PFALZ;;;;;;;;;;;;;;;;;;;;;
07311  FRANKENTHAL(PFALZ), STADT;24300;17975;6081;282;;;29;1565;5668;4367;9370;2888;22;156;90;742;1577;2261;1287;22;56
07312  KAISERSLAUTERN,STADT;47696;35337;11858;623;;;57;2858;10477;7839;18212;7560;27;207;181;1272;2866;4427;2943;27;61
07313  LANDAU I.D.PFALZ,STADT;23928;17406;6308;245;;;27;1599;5634;4295;8967;2924;6;181;125;831;1765;2245;1210;6;69
07314  LUDWIGSHAFEN A.RH., STADT;74363;55149;18542;655;;;86;4847;17383;12833;28067;9902;24;388;288;2383;4857;6140;4573;24;144
07315  MAINZ,STADT;92150;63057;28294;775;;;147;4763;18839;15411;36719;14298;33;515;348;2907;6559;10348;7741;33;198
07316  NEUSTADT A.D.WSTR.,STADT;29819;21464;8119;283;;;29;1787;6795;5496;11745;3331;7;179;167;1086;2266;3014;1436;7;67
07317  PIRMASENS,STADT;21960;16179;5614;158;;;23;1248;4807;3799;9001;2728;5;113;81;673;1496;2106;1173;5;47
07318  SPEYER,STADT;26713;19310;7056;442;;;31;1420;5930;4949;10711;3185;16;149;107;889;2049;2585;1293;16;62
07319  WORMS,STADT;40843;30429;10050;398;;;59;2529;9854;7369;15895;4517;9;215;194;1377;2885;3672;1754;9;81
07320  ZWEIBRUECKEN,STADT;19753;14648;4904;221;;;33;1163;4409;3896;7905;1959;4;144;80;595;1407;1873;851;4;44
07331  ALZEY-WORMS;75925;51432;23564;986;;;79;3935;16959;14079;31187;8452;17;425;393;3279;6610;8952;3882;17;223
07332  BAD DUERKHEIM;81318;58103;22290;1029;;;66;4925;17848;15010;32940;9011;18;521;438;2950;6242;8578;3606;18;244
07333  DONNERSBERGKREIS;45326;31556;13197;623;;;40;2709;10820;8464;18219;4395;11;258;236;1825;3787;5230;1920;11;95
