Stadt;Insgesamt;Benzin;Diesel;Gas (einschl. bivalent);Hybrid;Elektro;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige2;Euro 1 2;Euro 2 2;Euro 3 2;Euro 4 2;Euro 5 2;Euro 6 2;Sonstige3
SCHLESWIG-HOLSTEIN;;;;;;;;;;;;;;;;;;;;;
RB ZUSAMMEN;573 811;410 111;156 230;6 851;693;619;33 880;135 957;108 393;249 252;35 240;83;3 454;2 393;21 475;49 063;65 647;15 450;83;1 225;
RB KASSEL;;;;;;;;;;;;;;;;;;;;;
06611  KASSEL,STADT;79 450;57 497;20 908;962;216;83;4 811;18 564;12 880;34 345;7 225;17;488;357;2 626;5 693;8 567;3 266;17;190;
06631  FULDA;123 351;86 749;34 662;1 577;414;363;6 868;30 627;23 468;52 367;7 675;10;804;578;5 172;10 716;14 138;3 602;10;288;
06632  HERSFELD-ROTENBURG;71 729;52 846;17 783;1 066;107;34;4 280;18 814;13 002;30 522;3 818;11;450;315;2 756;5 528;7 301;1 606;11;159;
06633  KASSEL, LAND;133 731;99 593;32 355;1 694;195;89;7 309;30 797;21 561;61 424;10 284;24;765;576;4 545;9 829;13 396;3 399;24;300;
06634  SCHWALM-EDER-KREIS;106 649;77 778;27 189;1 596;80;86;6 097;24 564;18 741;48 593;6 930;8;705;475;3 691;8 418;11 487;2 702;8;253;
06635  WALDECK-FRANKENBERG;93 683;67 592;24 597;1 455;199;39;5 590;22 425;17 116;41 084;5 498;17;638;420;3 513;7 550;10 376;2 339;17;214;
06636  WERRA-MEISSNER-KREIS;58 579;42 837;14 881;843;79;18;3 834;14 945;10 727;24 908;3 122;4;475;271;2 388;4 607;6 133;1 229;4;173;
RB ZUSAMMEN;667 172;484 892;172 375;9 193;1 290;712;38 789;160 736;117 495;293 243;44 552;91;4 325;2 992;24 691;52 341;71 398;18 143;91;1 577;
LAND INSGESAMT;3 325 303;2 362 679;925 115;33 460;5 713;4 049;200 434;730 938;589 719;1 444 368;287 140;752;19 895;12 666;108 084;256 916;395 019;139 362;752;6 878;
RHEINLAND-PFALZ;;;RHEINLAND-PFALZ;;;;;;;;;;RHEINLAND-PFALZ;;;;;;;;
RB KOBLENZ;;;;;;;;;;;;;;;;;;;;;
07111  KOBLENZ,STADT;53 810;38 150;15 129;473;85;58;3 055;11 630;9 392;24 269;4 527;17;273;232;1 657;4 056;6 686;2 260;17;96;
07131  AHRWEILER;73 628;53 351;19 332;892;49;53;5 390;18 235;13 785;30 761;3 878;9;540;404;2 810;6 297;8 018;1 471;9;156;
07132  ALTENKIRCHEN(WESTWLD.);74 266;54 587;18 748;879;50;52;4 378;16 961;14 073;33 348;4 428;6;385;318;2 578;5 919;7 870;1 785;6;133;
07133  BAD KREUZNACH;87 519;63 793;22 746;915;138;65;5 949;22 648;16 761;36 031;4 408;12;541;452;3 758;7 073;9 169;1 875;12;198;
07134  BIRKENFELD;48 059;36 014;11 669;348;50;28;2 946;12 104;9 056;20 898;2 395;4;172;192;1 754;3 772;4 951;838;4;52;
07135  COCHEM-ZELL;37 732;25 255;11 926;536;11;15;1 997;8 560;7 985;16 686;1 947;2;174;211;1 592;3 894;5 164;915;2;81;
07137  MAYEN-KOBLENZ;120 980;88 272;31 492;1 133;113;83;7 245;27 372;23 082;54 016;6 896;13;745;530;4 124;10 098;13 398;2 828;13;245;
07138  NEUWIED;104 699;75 964;27 088;1 559;80;88;6 515;24 826;20 239;44 855;6 127;22;703;461;3 769;8 415;11 268;2 705;22;209;
07140  RHEIN-HUNSRUECK-KREIS;61 247;40 718;19 767;713;29;49;3 163;13 597;12 378;27 764;3 360;7;324;285;2 506;6 412;8 715;1 580;7;107;
07141  RHEIN-LAHN-KREIS;72 569;53 044;18 642;838;41;45;4 713;17 564;13 883;31 189;3 897;7;532;321;2 516;6 168;7 751;1 577;7;173;
07143  WESTERWALDKREIS;118 944;83 028;34 309;1 538;106;69;5 912;24 799;22 439;55 968;7 979;24;601;483;4 131;10 599;15 141;3 516;24;206;
RB ZUSAMMEN;853 453;612 176;230 848;9 824;752;605;51 263;198 296;163 073;375 785;49 842;123;4 990;3 889;31 195;72 703;98 131;21 350;123;1 656;
RB TRIER;;;;;;;;;;;;;;;;;;;;;
07211  TRIER-SAARBURG;131 327;90 091;40 673;430;88;133;7 226;28 716;26 572;58 369;7 861;18;688;588;4 830;12 428;18 626;3 664;18;256;
07231  BERNKASTEL-WITTLICH;66 697;45 396;20 947;310;31;44;3 923;15 720;13 470;28 563;3 873;5;402;362;3 074;6 644;8 686;1 861;5;174;
07232  EIFELKREIS BITBURG-PRUEM;56 423;35 464;20 706;184;16;69;3 458;13 315;11 885;23 831;3 057;6;274;298;2 583;6 577;9 364;1 665;6;101;
07233  VULKANEIFEL;36 365;24 307;11 662;381;10;15;2 188;8 449;7 268;15 781;2 057;-;180;195;1 560;3 638;5 090;1 036;-;63;
RB ZUSAMMEN;290 812;195 258;93 988;1 305;145;261;16 795;66 200;59 195;126 544;16 848;29;1 544;1 443;12 047;29 287;41 766;8 226;29;594;
RB RHEINHESSEN-PFALZ;;;;;;;;;;;;;;;;;;;;;
07311  FRANKENTHAL(PFALZ), STADT;23 796;17 945;5 625;204;62;22;1 907;6 094;4 480;9 377;1 444;15;184;109;799;1 615;2 319;654;15;62;
07312  KAISERSLAUTERN,STADT;47 096;35 513;11 129;419;185;35;3 461;11 335;8 201;19 073;4 248;8;225;214;1 411;3 064;4 761;1 514;8;57;
07313  LANDAU I.D.PFALZ,STADT;23 416;17 289;5 930;170;60;27;1 936;5 993;4 393;9 065;1 488;4;204;145;927;1 835;2 313;568;4;76;
07314  LUDWIGSHAFEN A.RH., STADT;73 134;55 183;17 376;505;61;70;5 988;18 780;13 055;28 727;5 079;17;434;359;2 622;4 935;6 632;2 502;17;161;
07315  MAINZ,STADT;91 131;63 371;27 049;606;121;105;5 837;20 792;16 073;38 140;8 076;24;588;440;3 258;6 918;11 417;4 580;24;227;
07316  NEUSTADT A.D.WSTR.,STADT;29 496;21 646;7 658;164;60;28;2 190;7 419;5 692;11 811;1 682;6;211;194;1 179;2 357;3 063;704;6;75;
07317  PIRMASENS,STADT;21 811;16 349;5 298;147;14;17;1 607;5 239;3 990;9 277;1 311;4;119;93;737;1 590;2 225;568;4;44;
07318  SPEYER,STADT;26 346;19 439;6 580;301;123;26;1 771;6 584;5 122;10 708;1 633;7;182;129;995;2 078;2 579;662;7;70;
07319  WORMS,STADT;40 385;30 470;9 609;269;92;37;3 095;10 734;7 581;15 987;2 293;4;243;236;1 576;3 013;3 727;879;4;86;
07320  ZWEIBRUECKEN,STADT;19 417;14 614;4 614;163;56;26;1 404;4 820;4 064;7 796;891;2;156;88;672;1 503;1 859;386;2;48;
07331  ALZEY-WORMS;74 540;51 338;22 412;743;132;47;4 935;18 387;14 628;31 053;4 152;10;481;479;3 662;6 871;8 961;1 963;10;242;
07332  BAD DUERKHEIM;80 230;58 211;21 176;786;163;57;5 974;19 572;15 769;32 750;4 478;8;599;491;3 277;6 560;8 607;1 714;8;271;
07333  DONNERSBERGKREIS;44 707;31 623;12 567;491;87;26;3 290;11 680;8 837;18 078;2 077;3;293;263;2 002;3 998;5 211;891;3;100;
07334  GERMERSHEIM;72 610;51 899;20 183;475;77;53;5 282;17 853;14 122;28 079;5 887;19;495;419;3 207;6 450;7 560;2 174;19;195;
07335  KAISERSLAUTERN;61 695;45 857;15 252;533;184;53;4 269;15 900;12 095;25 351;3 123;5;347;352;2 354;4 909;6 128;1 249;5;117;
07336  KUSEL;44 165;33 195;10 579;369;93;22;3 169;11 799;9 000;17 675;1 848;1;233;219;1 716;3 384;4 387;693;1;75;
07337  SUEDLICHE WEINSTRASSE;66 920;48 321;18 086;467;93;46;5 656;17 970;12 961;25 041;3 638;6;610;579;3 362;5 678;6 534;1 414;6;265;
07338  RHEIN-PFALZ-KREIS;89 234;67 942;20 436;778;169;78;6 510;21 925;17 069;37 160;4 796;10;634;470;3 161;6 569;8 189;1 576;10;241;
07339  MAINZ-BINGEN;120 746;85 124;34 292;1 246;113;84;7 446;28 322;23 960;50 766;7 651;21;772;561;5 082;10 779;13 575;3 595;21;345;
07340  SUEDWESTPFALZ;61 672;45 163;16 053;430;63;26;4 407;15 758;12 246;25 361;2 882;6;394;408;2 538;5 257;6 457;1 113;6;139;
RB ZUSAMMEN;1 112 547;810 492;291 904;9 266;2 008;885;80 134;276 956;213 338;451 275;68 677;180;7 404;6 248;44 537;89 363;116 504;29 399;180;2 896;
LAND INSGESAMT;2 256 812;1 617 926;616 740;20 395;2 905;1 751;148 192;541 452;435 606;953 604;135 367;332;13 938;11 580;87 779;191 353;256 401;58 975;332;5 146;
BADEN-WUERTTEMBERG;;;BADEN-WUERTTEMBERG;;;;;;;;;;BADEN-WUERTTEMBERG;;;;;;;;
RB STUTTGART;;;;;;;;;;;;;;;;;;;;;
08111  STUTTGART,STADT;273 209;183 630;86 781;1 464;358;1 334;14 311;56 258;45 812;113 968;37 330;270;833;564;9 194;21 973;36 523;17 643;269;316;
08115  BOEBLINGEN;219 042;147 003;70 145;1 128;181;766;9 674;42 918;38 159;95 988;28 929;170;834;644;8 604;19 595;29 467;11 051;169;330;
08116  ESSLINGEN;289 302;201 844;84 817;1 482;269;1 159;16 346;64 769;53 394;123 529;24 568;102;1 638;1 155;12 051;25 575;34 399;10 386;102;669;
08117  GOEPPINGEN;143 142;99 429;42 350;875;240;488;8 235;33 783;26 942;61 253;10 327;19;894;626;6 647;13 207;16 787;4 497;19;358;
08118  LUDWIGSBURG;287 220;207 019;77 472;1 695;305;1 034;16 121;67 098;54 311;123 920;21 136;69;1 029;773;11 151;24 104;31 756;8 813;69;421;
08119  REMS-MURR-KREIS;229 457;163 076;64 368;1 436;261;577;14 495;56 243;42 282;94 823;17 402;49;1 275;792;10 187;19 794;25 485;7 237;49;497;
08121  HEILBRONN,STADT;58 710;41 941;16 162;454;107;153;3 825;15 085;11 144;23 708;4 140;12;194;186;2 489;4 989;6 421;1 931;12;76;
08125  HEILBRONN;199 342;137 223;60 602;1 245;162;272;13 057;48 806;36 274;79 970;17 812;97;1 428;873;9 354;17 441;22 260;9 739;97;577;
08126  HOHENLOHEKREIS;69 654;42 642;26 315;613;40;84;4 675;17 908;13 201;26 080;6 730;15;453;395;3 712;7 025;9 793;5 142;15;164;
08127  SCHWAEBISCH HALL;108 321;72 153;34 860;1 141;337;167;7 193;28 832;21 417;42 788;6 090;18;809;665;6 521;11 135;13 170;2 878;18;302;
08128  MAIN-TAUBER-KREIS;78 472;53 935;23 660;779;158;98;4 842;20 893;15 305;31 509;4 760;3;507;405;3 888;7 380;9 490;2 221;3;177;
08135  HEIDENHEIM;72 562;50 657;21 087;712;153;106;4 139;17 000;14 162;31 619;4 571;13;419;371;3 266;6 631;8 400;2 128;13;171;
08136  OSTALBKREIS;175 827;120 375;53 826;1 453;448;173;9 021;40 645;32 671;77 851;12 620;37;1 004;777;8 401;16 507;21 899;5 496;37;433;
RB ZUSAMMEN;2 204 260;1 520 927;662 445;14 477;3 019;6 411;125 934;510 238;405 074;927 006;196 415;874;11 317;8 226;95 465;195 356;265 850;89 162;872;4 491;
RB KARLSRUHE;;;;;;;;;;;;;;;;;;;;;
08211  BADEN-BADEN,STADT;30 810;21 534;9 054;134;22;88;2 120;6 833;5 904;12 523;2 650;11;281;158;1 178;2 591;3 620;1 342;11;119;
08212  KARLSRUHE,STADT;130 478;89 585;39 538;1 098;437;257;8 893;29 955;24 068;54 248;10 736;30;819;547;5 083;10 538;17 063;5 707;30;346;
08215  KARLSRUHE;242 722;175 881;64 872;1 595;315;374;16 802;59 796;48 083;99 364;14 349;58;1 769;1 222;10 325;20 404;25 559;6 233;58;671;
08216  RASTATT;131 721;95 189;35 672;743;159;117;10 052;33 670;24 706;50 504;10 336;26;1 114;776;5 918;11 156;13 347;3 780;26;453;
08221  HEIDELBERG,STADT;54 809;38 452;15 908;317;123;132;4 189;12 685;9 826;22 207;4 328;18;410;264;2 239;4 260;6 621;2 257;18;152;
08222  MANNHEIM,STADT;137 623;99 598;37 004;857;108;164;10 433;31 768;22 543;53 893;13 295;64;1 021;542;4 448;9 315;15 197;6 712;64;328;
08225  NECKAR-ODENWALD-KREIS;82 018;56 831;24 441;675;161;71;4 975;20 188;15 759;35 078;4 924;3;536;445;4 048;7 871;9 648;2 118;3;226;
08226  RHEIN-NECKAR-KREIS;307 813;221 671;83 707;1 893;356;542;21 213;71 263;57 314;130 246;22 159;70;2 021;1 489;11 444;24 148;34 706;10 580;70;821;
08231  PFORZHEIM,STADT;53 312;38 385;14 454;386;66;87;3 514;13 006;10 342;21 876;3 766;9;243;172;2 142;4 438;5 965;1 576;9;96;
08235  CALW;87 156;58 982;27 527;549;69;98;4 789;19 586;17 273;37 212;6 885;10;508;412;4 236;8 986;10 772;2 741;10;228;
08236  ENZKREIS;113 339;81 759;30 681;800;173;99;7 102;27 437;22 427;47 482;6 903;19;682;446;5 038;9 762;12 285;2 703;19;253;
08237  FREUDENSTADT;65 687;42 930;22 255;444;49;58;3 630;15 112;13 053;28 282;4 680;10;383;332;3 551;6 986;8 948;2 172;10;158;
RB ZUSAMMEN;1 437 488;1 020 797;405 113;9 491;2 038;2 087;97 712;341 299;271 298;592 915;105 011;328;9 787;6 805;59 650;120 455;163 731;47 921;328;3 851;
RB FREIBURG;;;;;;;;;;;;;;;;;;;;;
08311  FREIBURG I.BREISG.STADT;84 127;56 498;26 697;658;373;274;6 866;21 523;15 586;31 589;6 393;59;845;554;4 170;7 392;10 619;3 299;59;412;
08315  BREISGAU-HOCHSCHWARZWALD;135 601;95 101;39 578;785;235;137;10 822;35 092;27 155;52 447;6 896;19;1 424;931;6 791;12 666;15 074;3 176;19;664;
08316  EMMENDINGEN;85 313;61 522;23 072;540;130;179;7 239;23 922;16 909;31 668;3 588;16;936;562;3 993;7 642;8 707;1 597;16;405;
08317  ORTENAUKREIS;234 021;167 410;64 897;1 349;311;365;19 563;62 449;45 943;88 819;12 329;28;2 284;1 640;11 247;20 629;24 583;5 515;28;853;
08325  ROTTWEIL;81 198;54 650;25 961;416;125;171;4 461;18 212;15 956;36 000;4 995;14;598;422;3 922;8 126;10 726;2 354;14;244;
08326  SCHWARZWALD-BAAR-KREIS;114 652;80 611;33 245;604;179;192;6 319;25 562;22 002;51 540;7 231;24;799;529;5 134;10 522;13 355;3 193;24;313;
08327  TUTTLINGEN;74 018;49 675;23 903;394;79;46;3 669;14 960;14 935;34 413;4 992;4;454;361;3 338;7 569;9 977;2 364;4;210;
08335  KONSTANZ;138 743;105 411;32 115;940;331;277;9 793;33 943;26 222;57 817;8 011;49;1 207;816;5 633;10 162;11 642;3 065;49;496;
08336  LOERRACH;118 948;90 754;27 539;445;170;210;8 910;29 111;22 666;49 243;6 699;20;797;696;4 558;8 534;10 577;2 538;20;294;
08337  WALDSHUT;92 056;69 395;22 159;313;73;189;6 157;21 861;18 482;38 847;4 965;12;704;383;3 656;7 252;8 572;1 903;12;262;
RB ZUSAMMEN;1 158 677;831 027;319 166;6 444;2 006;2 040;83 799;286 635;225 856;472 383;66 099;245;10 048;6 894;52 442;100 494;123 832;29 004;245;4 153;
RB TUEBINGEN;;;;;;;;;;;;;;;;;;;;;
08415  REUTLINGEN;157 011;107 209;48 367;1 248;330;187;8 850;37 361;30 335;66 825;10 884;36;862;679;7 850;14 962;19 294;4 905;36;391;
08416  TUEBINGEN;108 479;72 325;35 048;953;266;153;6 373;26 872;21 349;44 556;7 487;25;630;477;5 809;10 976;13 743;3 555;25;273;
08417  ZOLLERNALBKREIS;111 831;76 201;34 652;834;151;144;5 632;24 536;21 935;50 695;7 226;15;678;524;5 431;10 747;14 410;3 108;15;286;
08421  ULM,STADT;58 531;37 797;20 229;411;150;94;2 772;11 405;10 656;26 605;6 226;39;203;168;2 372;5 386;8 768;3 342;39;90;
08425  ALB-DONAU-KREIS;108 381;72 667;34 857;712;137;145;5 497;24 524;21 469;47 832;7 248;19;590;458;5 397;11 111;14 318;3 179;19;236;
08426  BIBERACH;108 095;72 574;34 710;654;134;157;5 555;25 581;22 495;47 240;5 634;9;641;535;5 627;11 296;14 343;2 528;9;263;
08435  BODENSEEKREIS;117 399;82 717;33 704;715;133;263;7 804;29 251;22 296;46 888;8 368;19;1 013;790;6 075;10 477;12 251;3 467;19;418;
08436  RAVENSBURG;150 948;101 835;48 004;888;243;221;8 960;37 868;30 066;62 674;8 366;26;1 303;972;8 835;15 373;18 111;3 841;26;596;
08437  SIGMARINGEN;73 261;48 585;23 918;648;89;110;4 301;17 426;14 708;31 414;4 283;11;493;394;4 001;7 582;9 603;2 047;11;191;
RB ZUSAMMEN;993 936;671 910;313 489;7 063;1 633;1 474;55 744;234 824;195 309;424 729;65 722;199;6 413;4 997;51 397;97 910;124 841;29 972;199;2 744;
LAND INSGESAMT;5 794 361;4 044 661;1 700 213;37 475;8 696;12 012;363 189;1 372 996;1 097 537;2 417 033;433 247;1 646;37 565;26 922;258 954;514 215;678 254;196 059;1 644;15 239;
BAYERN;;;BAYERN;;;;;;;;;;BAYERN;;;;;;;;
RB OBERBAYERN;;;;;;;;;;;;;;;;;;;;;
09161  INGOLSTADT,STADT;81 816;51 167;29 997;400;83;252;3 787;14 421;10 846;28 759;19 816;293;2 684;380;3 069;5 922;7 572;11 564;293;1 062;
09162  MUENCHEN,STADT;618 787;407 861;206 627;3 157;855;1 142;37 831;114 893;104 852;258 076;80 203;402;6 850;2 762;20 690;49 141;84 945;44 305;402;2 812;
09163  ROSENHEIM,STADT;30 581;20 661;9 730;161;67;29;1 614;6 410;5 817;13 659;2 530;5;150;166;1 483;3 082;3 636;1 230;5;59;
09171  ALTOETTING;60 794;43 335;16 987;402;39;70;3 233;13 488;11 743;27 652;3 717;5;372;304;2 585;5 425;6 855;1 550;5;146;
09172  BERCHTESGADENER LAND;56 568;39 334;16 918;228;54;88;2 837;11 694;10 591;26 259;3 967;5;389;325;2 594;5 478;6 634;1 634;5;147;
09173  BAD TOELZ-WOLFRATSHAUSEN;69 196;45 589;22 961;571;86;75;3 943;14 772;13 902;30 230;4 811;12;556;490;3 734;7 194;8 866;2 328;12;222;
09174  DACHAU;74 920;52 407;21 826;623;92;64;4 074;16 066;15 077;33 351;5 047;23;495;423;3 147;6 937;8 861;2 101;23;228;
09175  EBERSBERG;69 314;46 360;22 426;438;76;90;3 406;13 940;13 592;31 823;5 310;25;458;345;2 988;6 869;9 451;2 444;25;203;
09176  EICHSTAETT;69 389;45 969;22 827;563;73;30;4 022;16 961;12 405;29 853;4 875;6;434;451;4 092;7 396;8 517;2 058;6;165;
09177  ERDING;72 813;48 679;23 478;567;108;89;3 778;15 667;14 944;32 723;4 615;5;344;430;3 485;7 478;9 603;2 227;5;132;
09178  FREISING;91 794;58 988;31 974;735;90;97;5 310;19 644;18 157;40 115;6 859;26;722;619;4 565;9 418;13 202;3 724;26;302;
09179  FUERSTENFELDBRUCK;106 564;75 369;30 319;727;160;149;6 215;22 668;20 670;47 702;7 323;13;760;578;4 285;9 389;12 346;3 201;13;323;
09180  GARMISCH-PARTENKIRCHEN;45 851;32 049;13 398;344;100;60;2 801;10 150;9 170;20 016;2 741;2;429;413;2 488;4 317;4 818;1 097;2;195;
09181  LANDSBERG AM LECH;67 024;44 010;22 294;630;101;90;3 635;14 493;13 406;29 125;5 015;18;564;398;3 391;6 815;8 721;2 635;18;233;
09182  MIESBACH;56 487;36 936;18 991;440;127;120;3 020;10 864;11 046;25 784;4 454;15;491;334;2 723;5 895;7 509;2 211;15;206;
09183  MUEHLDORF A.INN;61 768;43 239;17 987;449;39;93;3 624;14 573;12 239;26 813;3 573;6;429;395;3 016;5 844;7 006;1 472;6;176;
09184  MUENCHEN;225 294;135 115;88 857;919;155;403;8 816;32 620;36 318;95 099;48 106;573;1 140;739;6 764;18 716;33 836;27 532;573;458;
09185  NEUBURG-SCHROBENHAUSEN;53 834;36 644;16 712;404;68;74;3 374;13 635;10 553;22 181;3 171;9;428;280;2 800;5 384;6 593;1 449;9;143;
09186  PFAFFENHOFEN A.D.ILM;68 363;44 584;22 886;850;62;43;3 902;15 580;13 501;29 535;4 640;9;528;414;3 728;7 199;9 090;2 173;9;206;
09187  ROSENHEIM;142 314;95 505;45 607;898;192;304;7 758;30 703;28 026;63 356;9 472;9;1 174;860;7 399;14 798;17 708;4 190;9;457;
09188  STARNBERG;77 565;51 032;25 933;420;93;180;3 846;14 014;14 853;35 812;6 921;30;604;367;3 302;7 486;10 871;3 530;30;234;
09189  TRAUNSTEIN;98 740;67 373;30 646;616;70;105;5 544;21 490;19 395;44 192;6 204;14;536;649;4 979;9 903;11 895;2 727;14;226;
09190  WEILHEIM-SCHONGAU;74 779;50 934;23 244;561;124;40;4 704;17 762;15 279;31 180;4 239;8;554;538;4 111;7 528;8 681;1 917;8;240;
RB ZUSAMMEN;2 374 555;1 573 140;782 625;15 103;2 914;3 687;131 074;476 508;436 382;1 023 295;247 609;1 513;21 091;12 660;101 418;217 614;307 216;129 299;1 513;8 575;
RB NIEDERBAYERN;;;;;;;;;;;;;;;;;;;;;
09261  LANDSHUT,STADT;31 412;21 501;9 622;263;52;26;1 721;6 695;5 857;14 149;2 501;18;175;172;1 285;2 746;3 947;1 340;18;68;
09262  PASSAU,STADT;25 008;17 248;7 550;162;44;48;1 277;5 122;4 511;11 460;2 262;3;172;124;934;2 206;3 098;1 088;3;74;
09263  STRAUBING,STADT;23 759;16 846;6 727;166;10;20;1 316;5 180;4 343;10 733;1 838;5;130;106;822;2 005;2 779;946;4;41;
09271  DEGGENDORF;67 382;45 757;20 709;870;66;46;3 350;14 605;12 915;31 064;4 604;4;383;293;2 726;6 270;8 996;2 232;4;130;
09272  FREYUNG-GRAFENAU;45 121;30 372;14 397;310;27;42;2 706;10 970;8 435;19 864;2 620;1;242;183;2 044;4 596;6 172;1 259;1;102;
09273  KELHEIM;66 639;43 689;21 844;1 031;117;75;3 394;14 670;12 917;30 154;4 474;6;444;366;3 069;6 732;9 308;2 133;6;166;
09274  LANDSHUT;89 713;59 585;29 078;966;50;84;5 125;21 039;18 103;38 745;5 358;12;657;549;4 652;9 151;11 648;2 720;12;248;
09275  PASSAU;108 872;77 197;30 821;652;44;202;6 457;26 327;19 792;48 697;6 143;9;647;483;4 703;9 872;12 849;2 612;9;204;
09276  REGEN;43 812;29 880;13 517;374;11;41;2 406;9 252;8 092;20 930;2 638;2;230;203;1 838;4 152;6 022;1 183;2;82;
09277  ROTTAL-INN;71 200;48 678;21 916;506;19;100;4 229;17 512;13 372;30 868;4 144;7;499;374;3 499;6 519;9 069;2 201;7;175;
09278  STRAUBING-BOGEN;57 952;40 229;17 145;527;11;51;3 253;13 277;11 254;26 271;3 049;5;372;328;2 568;5 429;7 295;1 340;5;128;
09279  DINGOLFING-LANDAU;55 386;36 748;18 013;593;38;32;3 296;12 388;10 568;22 860;5 367;8;457;335;2 467;5 160;6 863;2 956;8;164;
RB ZUSAMMEN;686 256;467 730;211 339;6 420;489;767;38 530;157 037;130 159;305 795;44 998;80;4 408;3 516;30 607;64 838;88 046;22 010;79;1 582;
RB OBERPFALZ;;;;;;;;;;;;;;;;;;;;;
09361  AMBERG,STADT;22 641;16 288;6 114;201;29;38;1 144;4 941;4 203;10 460;1 582;1;136;105;744;1 760;2 673;753;1;56;
09362  REGENSBURG,STADT;74 271;47 167;26 075;797;118;232;3 299;13 102;12 267;33 568;10 861;8;442;327;2 584;6 057;10 718;6 155;8;171;
09363  WEIDEN I.D.OPF.,STADT;23 472;16 810;6 491;153;48;18;1 153;4 989;4 179;10 745;2 060;7;109;83;729;1 784;2 676;1 143;7;29;
09371  AMBERG-SULZBACH;61 632;43 675;17 393;506;43;58;3 413;14 634;11 448;27 798;3 363;18;364;317;2 493;5 230;7 599;1 538;18;136;
09372  CHAM;76 643;54 319;21 412;891;55;21;4 058;18 634;14 404;34 556;4 025;3;451;302;3 241;6 829;9 150;1 672;3;154;
09373  NEUMARKT I.D.OPF.;74 078;50 308;23 031;687;69;52;3 792;15 920;13 757;34 592;4 771;13;483;309;2 937;6 651;10 494;2 366;13;165;
09374  NEUSTADT A.D.WALDNAAB;57 820;41 645;15 716;418;61;41;2 941;13 449;10 565;26 619;3 519;3;333;227;2 308;4 788;6 725;1 481;3;128;
09375  REGENSBURG;108 636;74 280;32 683;1 577;120;96;5 078;22 104;21 234;51 986;6 833;11;614;476;4 262;10 271;14 204;3 163;11;217;
09376  SCHWANDORF;85 767;59 231;25 201;1 293;154;42;4 303;18 485;15 905;40 138;5 565;9;529;356;3 271;7 521;11 190;2 585;9;187;
09377  TIRSCHENREUTH;44 197;32 949;10 944;267;11;37;2 276;9 732;7 348;21 463;2 838;3;239;159;1 484;3 243;4 880;1 061;3;74;
RB ZUSAMMEN;629 157;436 672;185 060;6 790;708;635;31 457;135 990;115 310;291 925;45 417;76;3 700;2 661;24 053;54 134;80 309;21 917;76;1 317;
RB OBERFRANKEN;;;;;;;;;;;;;;;;;;;;;
09461  BAMBERG,STADT;35 628;24 518;10 740;324;115;46;2 336;8 576;6 409;14 561;3 003;4;300;209;1 684;3 005;4 212;1 473;4;107;
09462  BAYREUTH,STADT;35 239;24 909;9 899;388;96;43;2 032;7 392;6 166;15 674;3 396;13;227;141;1 208;2 640;4 139;1 629;13;77;
09463  COBURG,STADT;22 065;15 740;6 097;213;57;15;1 086;4 515;3 763;10 232;2 062;4;117;76;650;1 610;2 660;1 036;4;35;
09464  HOF,STADT;22 517;16 899;5 452;154;33;12;1 012;4 048;3 679;11 609;1 911;1;94;77;598;1 541;2 402;771;1;37;
09471  BAMBERG;87 101;62 584;23 709;749;197;59;5 371;22 726;16 384;36 019;5 349;8;625;436;4 023;7 470;9 352;2 131;8;196;
09472  BAYREUTH;63 676;45 664;17 362;603;102;47;3 460;14 640;11 136;29 198;4 363;5;389;271;2 546;5 147;7 508;1 697;5;119;
09473  COBURG;51 790;39 356;11 881;515;88;38;2 808;11 902;8 913;24 024;3 371;2;318;173;1 713;3 612;5 041;1 190;2;95;
09474  FORCHHEIM;68 536;48 894;18 904;585;140;153;4 262;16 437;13 036;29 503;4 068;7;505;351;2 986;5 999;7 607;1 689;7;184;
09475  HOF;58 342;42 487;15 227;606;100;22;2 597;10 394;9 193;30 831;4 513;8;344;168;1 817;4 238;6 975;1 845;8;125;
09476  KRONACH;41 693;30 184;11 150;334;65;25;2 210;8 837;7 170;20 157;2 734;4;283;197;1 545;3 393;4 787;1 098;4;90;
09477  KULMBACH;44 965;31 903;12 530;489;93;43;2 597;9 887;7 772;20 523;3 454;13;308;189;1 739;3 535;5 457;1 429;13;117;
09478  LICHTENFELS;39 366;29 240;9 819;282;24;25;2 386;9 710;6 871;17 416;2 400;15;251;159;1 574;3 024;4 038;886;15;87;
09479  WUNSIEDEL I.FICHTELGEB.;43 795;32 531;10 896;340;84;28;1 852;8 115;7 520;22 373;3 308;7;236;143;1 281;3 165;4 891;1 297;7;67;
RB ZUSAMMEN;614 713;444 909;163 666;5 582;1 194;556;34 009;137 179;108 012;282 120;43 932;91;3 997;2 590;23 364;48 379;69 069;18 171;91;1 336;
RB MITTELFRANKEN;;;;;;;;;;;;;;;;;;;;;
09561  ANSBACH,STADT;21 570;14 904;6 423;225;4;18;1 221;5 084;4 081;9 089;1 758;3;128;98;948;1 891;2 490;925;3;45;
09562  ERLANGEN,STADT;50 115;34 833;14 884;328;78;70;3 218;11 131;9 323;21 548;3 887;14;276;312;1 927;4 350;6 057;1 971;14;115;
09563  FUERTH,STADT;54 086;39 346;14 329;358;126;53;3 260;12 392;9 713;23 861;4 005;7;288;265;1 976;4 090;5 926;1 843;7;125;
