Stadt;Insgesamt;Benzin;Diesel;Gas (einschl. bivalent);Hybrid;Elektro;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige2;Euro 1 2;Euro 2 2;Euro 3 2;Euro 4 2;Euro 5 2;Euro 6 2;Sonstige3
09763 KEMPTEN(ALLGAEU),STADT ;35763;22573;12697;405;;;156;653;3930;4447;12719;12590;914;193;89;818;2071;3286;5900;409;83
09764 MEMMINGEN,STADT ;24015;15329;8378;286;;;63;480;2787;3303;8930;7632;526;94;52;530;1543;2321;3618;251;30
09771 AICHACH-FRIEDBERG ;78755;51481;26199;1022;;;228;1786;9826;10778;30617;22941;1624;356;193;2014;4964;7952;10173;681;145
09772 AUGSBURG ;149635;101290;46261;1862;;;595;3373;17759;19766;57071;45987;3299;697;365;3023;8347;13802;19026;1230;305
09773 DILLINGEN A.D.DONAU ;59217;38962;19487;678;;;141;1330;7728;8762;23804;15913;890;175;134;1456;3878;6317;7140;400;73
09774 GUENZBURG ;75583;48166;26669;709;;;128;1506;9247;10470;30350;21689;1350;314;135;1607;4843;8685;10614;608;105
09775 NEU-ULM ;99642;66746;31897;1043;;;143;2033;12070;12996;40053;28546;2527;289;123;1917;5650;10304;12710;937;122
09776 LINDAU (BODENSEE) ;47942;31982;15498;432;;;119;1262;6814;6889;18210;12932;877;257;180;1496;3181;4392;5716;341;103
09777 OSTALLGAEU ;82472;52736;28539;1079;;;238;1810;10244;11769;31827;24299;1246;514;287;2517;5839;8291;10781;520;214
09778 UNTERALLGAEU ;87695;56394;30357;896;;;194;2053;11530;12549;35329;23749;1167;365;234;2391;5888;9824;11269;516;136
09779 DONAU-RIES ;83758;53396;29407;931;;;228;2041;12210;12302;32334;22173;1646;381;213;2494;5848;9210;10713;688;165
09780 OBERALLGAEU ;92062;59376;31838;781;;;168;2024;10702;12505;34808;28643;1641;673;307;2750;6247;8812;12610;724;266
RB ZUSAMMEN ;1065976;698226;354319;12725;;;3097;23916;132487;146160;409899;315000;22289;4935;2611;25811;66235;105965;141109;9276;2028
LAND INSGESAMT ;7427661;4719103;2618085;79328;;;22792;172998;906599;970033;2748671;2299580;200788;41830;19256;178670;454567;730194;1118291;92447;16179
BERLIN ;BERLIN;;;;;;;;;;;;;BERLIN;;;;;;;
11000 BERLIN ;1165215;859426;280281;20564;;;7940;36806;174647;157555;421673;329153;28070;2488;1837;17752;48228;77246;121060;10901;1033
LAND INSGESAMT ;1165215;859426;280281;20564;;;7940;36806;174647;157555;421673;329153;28070;2488;1837;17752;48228;77246;121060;10901;1033
BRANDENBURG ;;;;;;;;;;;;;;BRANDENBURG;;;;;;;
12051 BRANDENBURG/HAVEL,STADT ;33079;25213;7409;364;;;142;827;4930;4578;13238;8736;448;104;60;524;1458;2288;2851;155;42
12052 COTTBUS, STADT ;47555;36300;10636;470;;;203;1224;7120;6506;18484;12800;825;126;83;721;2068;2942;4438;314;37
12053 FRANKFURT/ODER,STADT ;27988;21966;5504;501;;;105;685;3947;3823;11201;7598;509;84;59;424;1030;1513;2287;163;17
12054 POTSDAM,STADT ;68848;49050;18588;1091;;;270;1620;8743;8905;26936;20283;1482;150;109;1098;3173;5351;8001;671;86
12060 BARNIM ;96384;71700;22822;1770;;;345;2698;15095;14011;37492;24569;1177;280;191;1977;4746;6794;8475;420;93
12061 DAHME-SPREEWALD ;94125;67127;24793;2081;;;447;3022;14984;13416;35908;24312;1330;220;213;1937;4943;7422;9581;489;84
12062 ELBE-ELSTER ;62624;45914;15806;837;;;155;2585;11590;9506;23767;13597;667;195;176;1411;3498;4915;5421;270;68
12063 HAVELLAND ;85423;62245;21562;1445;;;303;2447;13023;12158;33778;21551;1138;315;170;1725;4322;6922;7775;417;135
12064 MAERKISCH-ODERLAND ;107877;80713;25080;1957;;;363;3417;17631;15414;41610;26173;1323;446;242;2140;5159;7609;9159;491;139
12065 OBERHAVEL ;112438;82707;27528;2019;;;375;3349;17320;16223;43424;28057;1515;408;202;2149;5440;8655;10223;552;126
12066 ODERSPREEWALD-LAUSITZ ;65087;47679;16420;913;;;178;2125;10267;9591;25098;16130;873;186;114;1215;3265;5099;6286;328;55
12067 ODER-SPREE ;101714;75188;24787;1691;;;256;2807;15261;14629;40129;26302;1331;309;176;1959;4910;7392;9595;562;94
12068 OSTPRIGNITZ-RUPPIN ;55742;39443;15368;926;;;93;1690;9178;8464;22248;12625;619;259;125;1408;3250;4906;5232;282;87
12069 POTSDAM-MITTELMARK ;118453;82142;34190;2023;;;359;3265;16456;16592;46533;32010;1827;304;243;2579;6882;10499;12991;716;115
12070 PRIGNITZ ;44220;31824;11794;599;;;74;1417;7486;6490;17799;9875;477;155;125;1109;2485;3592;4158;213;48
12071 SPREE-NEISSE ;70438;53311;16278;722;;;162;2293;11959;10254;27652;16266;832;315;139;1372;3577;4854;5895;322;75
12072 TELTOW-FLAEMING ;93984;66479;25676;1751;;;275;3089;14567;12678;36054;24583;1488;225;206;2031;4834;7490;10307;610;86
12073 UCKERMARK ;67377;51600;14945;759;;;155;1856;10560;9873;27072;16218;618;206;158;1253;3204;4655;5319;226;67
LAND INSGESAMT ;1353356;990601;339186;21919;;;4260;40416;210117;193111;528423;341685;18479;4287;2791;27032;68244;102898;127994;7201;1454
BREMEN ;;;;;;;;;;;;;;BREMEN;;;;;;;
04011 BREMEN, STADT ;233287;158938;70073;3931;;;950;6585;33208;31117;82388;66616;7786;1053;533;4189;11224;18535;31400;3224;484
04012 BREMERHAVEN,STADT ;46820;33203;12711;849;;;195;992;6975;6588;18149;12815;896;136;113;959;2458;3732;4968;369;52
LAND INSGESAMT ;280107;192141;82784;4780;;;1145;7577;40183;37705;100537;79431;8682;1189;646;5148;13682;22267;36368;3593;536
HAMBURG ;;;;;;;;;;;;;;HAMBURG;;;;;;;
02000 HAMBURG ;750510;493550;247383;7974;;;2968;20151;91255;90997;250945;250466;30079;3837;2599;16470;37940;54138;119577;13335;1859
LAND INSGESAMT ;750510;493550;247383;7974;;;2968;20151;91255;90997;250945;250466;30079;3837;2599;16470;37940;54138;119577;13335;1859
HESSEN ;;;;;;;;;;;;;;HESSEN;;;;;;;
RB DARMSTADT ;;;;;;;;;;;;;;;;;;;;;
06411 DARMSTADT,STADT ;69954;44968;23889;928;;;347;2136;9297;8966;24345;21760;1982;342;182;1294;3448;6448;11259;1015;141
06412  FRANKFURT AM MAIN,STADT;319123;182556;132096;3839;;;1553;8416;34749;34165;95695;123463;15376;920;311;3948;13196;25910;78624;9399;245
06413  OFFENBACH AM MAIN,STADT;51945;34430;16664;774;;;255;1731;8052;7382;17971;14637;1232;214;103;1023;2873;4655;7348;542;76
06414 WIESBADEN,STADT ;138881;90446;46554;1667;;;612;3479;16773;17528;49320;44882;4073;324;188;1863;6579;13267;22385;1992;118
06431 BERGSTRASSE ;161441;111108;48210;1884;;;492;4863;23281;22119;59550;44593;4244;600;433;3540;8934;13933;19470;1366;227
06432 DARMSTADT-DIEBURG ;173924;119180;52086;2285;;;660;4938;23414;23227;64769;50757;3541;794;402;3363;9159;15553;21682;1382;298
06433 GROSS-GERAU ;154942;107032;45559;2049;;;577;3820;19504;19475;53142;51289;5701;535;235;2352;7268;12742;20809;1806;234
06434 HOCHTAUNUSKREIS ;155617;97961;55833;1439;;;565;3719;14763;16128;50339;59142;8579;582;221;1969;6562;12118;30803;3839;187
06435 MAIN-KINZIG-KREIS ;238725;162887;72502;2880;;;832;6456;32475;32188;91514;67684;4305;1034;472;4615;13016;22974;29107;1731;354
06436 MAIN-TAUNUS-KREIS ;173805;107713;64301;1277;;;677;3461;15543;16226;52231;73925;8780;550;174;1767;5920;12040;40122;3961;171
