Stadt;Insgesamt;Benzin;Diesel;Gas (einschl. bivalent);Hybrid;Elektro;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige2;Euro 1 2;Euro 2 2;Euro 3 2;Euro 4 2;Euro 5 2;Euro 6 2;Sonstige3
06439 RHEINGAU-TAUNUS-KREIS ;112467;78097;33033;1281;;;185;4028;18019;17778;47672;21939;120;706;286;2742;7322;12451;9757;93;255
06440 WETTERAUKREIS ;172786;121334;49292;1996;;;328;7255;30963;27456;71715;31910;149;797;488;4212;11537;18280;14101;115;304
RB ZUSAMMEN ;2142847;1451856;664954;24881;;;5059;85786;352153;314861;820653;519317;4558;9616;5140;46609;126190;210503;267545;2643;3334
RB GIESSEN ;;;;;;;;;;;;;;;;;;;;;
06531 GIESSEN ;138864;95541;41173;2148;;;299;5427;26383;22876;56248;25458;163;460;369;3889;9816;15045;11481;126;176
06532 LAHN-DILL-KREIS ;150266;104127;44195;1841;;;160;5364;27343;24438;62227;27646;139;779;443;4185;10868;16018;12113;100;249
06533 LIMBURG-WEILBURG ;102346;68424;32294;1530;;;173;3681;18206;16912;43182;18733;127;540;268;2828;7742;12042;9039;98;199
06534 MARBURG-BIEDENKOPF ;130952;92020;37144;1815;;;160;4644;23896;21035;55199;24063;124;708;396;3625;9151;13655;9818;82;283
06535 VOGELSBERGKREIS ;66920;46354;19583;1008;;;82;2561;13005;11139;27975;11057;51;332;211;2160;5027;7189;4750;35;118
RB ZUSAMMEN ;589348;406466;174389;8342;;;874;21677;108833;96400;244831;106957;604;2819;1687;16687;42604;63949;47201;441;1025
RB KASSEL ;;;;;;;;;;;;;;;;;;;;;
06611 KASSEL,STADT ;82249;57536;23438;1368;;;140;3054;15335;11858;31884;18482;159;372;257;2171;5095;7526;7988;87;149
06631 FULDA ;127003;86521;38625;2119;;;164;4421;24531;20977;51450;23735;112;617;406;4057;9443;13243;11041;74;218
06632 HERSFELD-ROTENBURG ;73194;52037;19914;1312;;;62;2732;15090;11702;30764;11637;78;366;231;2159;4868;7406;4979;60;124
06633 KASSEL, LAND ;136360;98797;35463;2142;;;154;4730;24607;19148;56944;28541;182;608;460;3707;8585;12418;9717;90;244
06634 SCHWALM-EDER-KREIS ;109025;76962;30007;2036;;;130;3844;20061;16597;46560;20299;111;541;329;2985;7324;10924;8032;72;205
06635 WALDECK-FRANKENBERG ;95557;66604;27235;1848;;;82;3672;17807;15249;40436;16479;94;551;319;2809;6700;10115;6912;67;190
06636 WERRA-MEISSNER-KREIS ;59282;41839;16460;1027;;;44;2424;12051;9620;24553;9674;48;382;204;1922;4091;6054;3938;34;146
RB ZUSAMMEN ;682670;480296;191142;11852;;;776;24877;129482;105151;282591;128847;784;3437;2206;19810;46106;67686;52607;484;1276
LAND INSGESAMT ;3414865;2338618;1030485;45075;;;6709;132340;590468;516412;1348075;755121;5946;15872;9033;83106;214900;342138;367353;3568;5635
MECKLENBURG-VORPOMMERN ;MECKLENBURG-VORPOMMERN;;;;;;;;;;;;;MECKLENBURG-VORPOMMERN;;;;;;;
13003 ROSTOCK, STADT ;79705;60263;18251;1163;;;208;2279;13416;12957;34658;15640;102;191;164;1476;4217;6492;5663;66;92
13004 SCHWERIN, STADT ;41411;30387;10345;674;;;104;1263;7088;6751;17776;8193;58;111;113;969;2328;3438;3377;40;52
13071 MECKLENBURGISCHE SEENPLA. ;140238;102750;35964;1549;;;216;4987;27889;25366;59112;21190;137;500;399;4049;9710;13090;8286;101;200
13072 ROSTOCK ;117189;83132;32439;1557;;;158;4252;21825;20359;50428;18902;114;305;360;3321;8434;12119;7883;89;122
13073 VORPOMMERN-RUEGEN ;115865;85743;28800;1268;;;188;3735;20171;19983;51642;18993;100;284;315;3108;7684;10633;6745;74;125
13074 NORDWESTMECKLENBURG ;83816;61085;21501;1257;;;102;2928;15895;14390;36653;12750;67;311;284;2410;5808;8007;4727;42;125
13075 VORPOMMERN-GREIFSWALD ;120719;91872;27509;1307;;;191;4776;23608;20899;52149;17839;98;436;397;3010;7168;10303;6298;74;166
13076 LUDWIGSLUST-PARCHIM ;121774;86315;33224;2334;;;97;4567;24110;22370;52491;16284;107;618;414;3926;9540;12487;6408;81;234
LAND INSGESAMT ;820717;601547;208033;11109;;;1264;28787;154002;143075;354909;129791;783;2756;2446;22269;54889;76569;49387;567;1116
NIEDERSACHSEN ;NIEDERSACHSEN;;;;;;;;;;;;;NIEDERSACHSEN;;;;;;;
RB BRAUNSCHWEIG ;;;;;;;;;;;;;;;;;;;;;
03101 BRAUNSCHWEIG,STADT ;122508;83397;36976;1987;;;506;4480;20192;15237;46750;32056;246;1833;420;2974;6859;10920;14826;155;603
03102 SALZGITTER,STADT ;50256;36375;12616;1327;;;53;2073;10275;7835;20520;8763;58;218;143;1439;3161;4454;3236;42;71
03103 WOLFSBURG,STADT ;130357;73593;55383;1440;;;308;2450;9226;5812;21787;87913;670;1219;328;1599;3519;5228;43777;530;289
03151 GIFHORN ;94361;62795;30175;1481;;;88;3499;18115;13160;38705;19388;67;360;432;3972;7838;10461;7032;55;180
03153 GOSLAR ;126273;90012;34424;2107;;;133;5619;25524;19462;50134;22652;128;960;526;4104;8297;11551;9226;92;456
03154 HELMSTEDT ;75359;53630;20361;1490;;;90;2800;13556;11438;31882;14330;88;359;226;1995;4896;7302;5610;61;149
03155 NORTHEIM ;50170;34594;14579;997;;;56;2294;9809;6654;20350;10216;48;264;235;1738;3494;5097;3770;37;106
03156 OSTERODE AM HARZ;80690;58826;20626;1342;;;45;3530;16518;12504;32906;13536;57;554;315;2250;5078;7533;5095;41;218
03157 PEINE ;43882;32173;11005;820;;;43;1789;8574;6804;18195;7383;41;320;138;1176;2678;4010;2814;27;111
03158 WOLFENBUETTEL ;74639;54435;18624;1676;;;56;3458;16361;11389;30469;11882;42;344;274;2329;4817;6685;4222;30;145
03159 GOETTINGEN ;68117;48682;18167;1343;;;70;2920;13025;10228;28564;12289;51;392;267;2085;4610;6491;4429;38;172
RB ZUSAMMEN ;916612;628512;272936;16010;;;1448;34912;161175;120523;340262;240408;1496;6823;3304;25661;55247;79732;104037;1108;2500
RB HANNOVER ;;;;;;;;;;;;;;;;;;;;;
03241 HANNOVER ;533826;379097;145376;10076;;;864;23666;101983;79081;213561;106651;729;2562;1488;12436;31433;49695;48134;524;1075
03251 DIEPHOLZ ;125733;88214;35284;2386;;;170;4979;25591;20605;51728;20640;162;495;498;4299;8772;12660;8479;100;203
03252 HAMELN-PYRMONT ;84997;62754;20894;1420;;;118;4066;17979;13465;33490;13069;48;641;346;2391;5286;7282;5076;34;247
03254 HILDESHEIM ;148387;108562;37567;2276;;;165;5864;28746;22803;62153;26467;125;638;519;3971;9294;13407;9808;87;242
03255 HOLZMINDEN ;42152;30895;10549;772;;;27;2046;8425;6248;17119;6988;41;482;184;1137;2560;3829;2599;25;143
03256 NIENBURG(WESER) ;69913;49181;19238;1561;;;97;3196;16235;11914;27576;9664;51;368;312;2595;5279;6835;3866;35;170
03257 SCHAUMBURG ;91964;66944;23266;1869;;;89;4371;20156;14941;36712;13874;68;446;345;2773;6091;8391;5303;50;160
RB ZUSAMMEN ;1096972;785647;292174;20360;;;1530;48188;219115;169057;442339;197353;1224;5632;3692;29602;68715;102099;83265;855;2240
RB LUENEBURG ;;;;;;;;;;;;;;;;;;;;;
03351 CELLE ;99278;69024;28697;1637;;;73;4163;20801;16090;39904;16787;86;579;428;3366;7085;10029;7332;62;273
03352 CUXHAVEN ;113621;78854;32223;3318;;;131;4262;23993;19162;47212;17001;85;452;488;4366;8491;11826;6617;53;172
03353 HARBURG ;147416;99871;45243;2402;;;296;5265;25688;23749;61911;27251;190;802;663;5179;11258;15989;11209;136;373
03354 LUECHOW-DANNENBERG ;28094;18577;8698;1038;;;29;1531;7385;5021;10124;3505;20;229;183;1606;2430;2791;1484;14;123
03355 LUENEBURG ;91947;61294;29312;1411;;;113;3494;18290;15434;37322;15923;71;591;484;3703;7439;10226;7023;59;277
03356 OSTERHOLZ ;65306;46645;17215;1546;;;83;2611;13701;11132;27085;9816;68;254;243;2030;4544;6371;3765;43;91
03357 ROTENBURG(WUEMME) ;98497;63933;32822;2110;;;89;3743;20940;16603;39908;15818;125;401;393;4089;8355;11444;8063;91;160
03358 HEIDEKREIS ;78716;53605;23606;1694;;;65;3394;16679;13142;31334;11902;73;536;368;2884;6172;8535;5210;53;231
03359 STADE ;111009;77043;32365;1746;;;164;3866;21618;18340;46286;19146;160;432;552;4276;8162;11347;7491;101;193
03360 UELZEN ;51664;35961;15073;633;;;46;2286;10956;8074;20991;8595;32;309;284;2125;3974;5028;3403;12;160
03361 VERDEN ;77779;54055;22447;1433;;;71;2928;14525;12544;32195;14175;104;319;280;2325;5455;8014;6062;61;106
RB ZUSAMMEN ;963327;658862;287701;18968;;;1160;37543;194576;159291;394272;159919;1014;4904;4366;35949;73365;101600;67659;685;2159
RB WESER-EMS ;;;;;;;;;;;;;;;;;;;;;
03401 DELMENHORST,STADT ;37738;28511;8456;849;;;71;1469;7828;6189;15197;6230;46;167;138;964;2251;2969;1996;23;52
03402 EMDEN,STADT ;22002;15795;5674;685;;;25;770;4671;3312;8817;4139;26;102;85;696;1410;1733;1663;22;47
03403 OLDENBURG(OLDENB),STADT ;79752;52572;24994;2764;;;149;2892;14943;12542;32028;15492;109;408;318;2705;5545;8470;7469;74;156
03404 OSNABRUECK,STADT ;75915;51780;22769;1239;;;259;3136;13588;11069;30036;16890;82;250;114;1500;4189;7691;9047;63;89
03405 WILHELMSHAVEN,STADT ;37484;28108;8560;896;;;43;1401;7656;6136;15414;6380;37;132;135;1023;2196;2901;2145;27;58
03451 AMMERLAND ;70648;46713;22212;2036;;;66;2435;14492;12101;28717;11613;72;316;319;2859;5747;7655;5273;48;151
03452 AURICH ;103222;71199;28427;4487;;;77;4028;23865;17143;41689;14981;95;510;461;4229;7578;9753;5922;80;230
03453 CLOPPENBURG ;84836;49325;33489;2290;;;43;2915;18507;15921;34582;11442;100;310;481;5090;8833;12412;6252;88;153
03454 EMSLAND ;174539;102230;66970;5611;;;147;5140;31327;30366;74852;30710;164;745;591;7252;16233;25390;16875;132;324
03455 FRIESLAND ;58908;40439;16522;2161;;;61;2281;12876;9894;23894;9006;55;247;267;2366;4329;5727;3548;36;108
03456 GRAFSCHAFT BENTHEIM ;74401;40204;30501;3791;;;49;2324;13261;14032;31494;12446;89;252;291;3043;7555;12108;7214;73;112
03457 LEER ;90578;60038;27423;3409;;;53;3367;20522;16049;36448;12907;54;333;391;3843;7235;9649;5850;47;157
03458 OLDENBURG(OLDENBURG) ;74327;48864;23654;2190;;;74;2659;14948;12506;30626;11999;86;288;329;2993;6104;8602;5228;63;131
03459 OSNABRUECK ;203977;140326;59943;3789;;;223;8094;41726;32604;85103;33531;168;947;617;6225;14315;22868;15189;124;352
03460 VECHTA ;74436;45435;27572;1575;;;75;2626;14559;12963;31153;12093;107;229;330;3412;6716;10249;6554;89;87
03461 WESERMARSCH ;48493;32797;14097;1758;;;41;1940;10297;8429;19666;7312;58;250;242;1951;3743;4931;2977;35;103
03462 WITTMUND ;32187;22301;8888;1135;;;16;1404;7615;5349;12693;4495;33;219;153;1416;2375;2995;1769;14;103
RB ZUSAMMEN ;1343443;876637;430151;40665;;;1472;48881;272681;226605;552409;221666;1381;5705;5262;51567;106354;156103;104971;1038;2413
LAND INSGESAMT ;4320354;2949658;1282962;96003;;;5610;169524;847547;675476;1729282;819346;5115;23064;16624;142779;303681;439534;359932;3686;9312
NORDRHEIN-WESTFALEN ;NORDRHEIN-WESTFALEN;;;;;;;;;;;;;NORDRHEIN-WESTFALEN;;;;;;;
RB DUESSELDORF ;;;;;;;;;;;;;;;;;;;;;
05111 DUESSELDORF, STADT ;289306;181101;104123;4177;;;690;12542;44769;40074;101290;83142;854;1408;639;6813;16879;27381;50948;605;541
05112 DUISBURG,STADT ;217342;160717;51381;5200;;;273;10370;43567;35844;84588;38621;239;710;371;4970;12903;17339;15058;171;303
05113 ESSEN,STADT ;268827;196104;67534;5704;;;414;11182;47702;40868;107429;57776;392;540;373;5216;14031;21909;25253;293;181
05114 KREFELD,STADT ;108683;77395;28365;2976;;;156;4981;19874;16866;43491;21285;149;530;232;2321;6586;9579;9231;104;205
05116 MOENCHENGLADBACH,STADT ;125444;88218;34011;3196;;;213;5787;23319;20313;49927;23509;176;747;384;3267;7930;11405;10464;125;312
05117 MUELHEIM A.D.RUHR,STADT ;87794;64471;21834;1479;;;135;3684;15237;13410;35982;17908;124;211;144;1808;4842;7350;7407;97;67
05119 OBERHAUSEN,STADT ;102605;77995;22336;2252;;;141;4595;19664;16091;41834;18841;112;359;202;2066;5383;7815;6540;86;145
05120 REMSCHEID,STADT ;57037;40979;15264;812;;;74;2003;9260;8555;23627;12497;84;187;123;1152;3452;5262;5046;68;57
05122 SOLINGEN,STADT ;82889;60701;20685;1481;;;198;3665;15503;12528;32904;16698;86;277;213;1814;4839;6748;6818;53;84
05124 WUPPERTAL,STADT ;156561;113731;40348;2506;;;232;6207;28364;24117;64511;30751;223;441;251;3148;9332;14370;12708;162;174
05154 KLEVE ;171160;103347;58886;8870;;;226;6933;32764;31720;69101;27515;158;1103;783;6853;15767;21024;13596;118;542
05158 METTMANN ;272708;190048;78238;4441;;;484;10532;45540;41588;111148;59111;458;987;659;6308;16576;25180;28388;330;378
05162 NEUSS ;250055;172600;72557;5054;;;416;10550;40196;38408;99885;52692;382;1684;724;5775;15863;23546;25148;303;768
05166 VIERSEN ;169888;114435;49371;6190;;;181;7406;31091;28930;68873;29891;154;959;576;4746;12462;17328;13542;123;382
05170 WESEL ;261425;183252;69345;8794;;;425;10587;47281;42972;109171;47542;276;1142;755;6746;17031;25095;18751;204;490
RB ZUSAMMEN ;2621724;1825094;734278;63132;;;4258;111024;464131;412284;1043761;537779;3867;11285;6429;63003;163876;241331;248898;2842;4629
RB KOELN ;;;;;;;;;;;;;;;;;;;;;
05314 BONN,STADT ;171027;98130;70862;1904;;;366;7195;25277;21996;57908;53881;331;1232;557;3697;8943;18108;38564;261;505
05315 KOELN,STADT ;445134;298983;139311;5623;;;1659;19264;73311;67797;165743;104242;613;2127;1148;10138;28113;42966;54778;496;875
05316 LEVERKUSEN,STADT ;81844;58365;22093;1362;;;137;3649;15064;12824;32185;16583;188;307;217;2092;5052;7060;7264;161;119
05334 AACHEN, STAEDTEREGION ;266903;178989;81706;6025;;;444;10577;46588;43648;107707;53337;407;1156;1041;8174;19015;27892;24332;298;433
05358 DUEREN ;145519;100871;41530;3098;;;170;6257;27124;24271;59283;25891;139;707;547;4865;10308;14368;10756;109;286
05362 RHEIN-ERFT-KREIS ;253895;179966;69710;4060;;;416;10790;43596;41510;104265;49572;249;1327;797;6441;16861;23943;20705;189;507
05366 EUSKIRCHEN ;110824;73349;34902;2615;;;132;4349;21000;19444;45093;18846;74;530;385;3787;8908;12539;8756;63;218
05370 HEINSBERG ;141912;90412;45232;6163;;;159;5958;26323;25194;58120;24000;142;962;602;4920;11686;16576;10796;110;390
05374 OBERBERGISCHER KREIS ;161841;112217;46976;2745;;;183;6177;29197;26226;67292;29988;150;1061;468;4617;11727;16729;12772;115;401
05378 RHEIN.-BERGISCHER KREIS ;165198;116298;46343;2520;;;269;6645;28194;26574;67629;32465;208;770;462;4342;11023;15746;13967;164;304
05382 RHEIN-SIEG-KREIS ;329711;231391;91751;6519;;;544;13808;60833;56136;135634;57523;294;1832;1031;9249;23391;32758;24013;220;700
RB ZUSAMMEN ;2273808;1538971;690416;42634;;;4479;94669;396507;365620;900859;466328;2795;12011;7255;62322;155027;228685;226703;2186;4738
RB MUENSTER ;;;;;;;;;;;;;;;;;;;;;
05512 BOTTROP,STADT ;62588;48278;12938;1367;;;75;2678;11431;9433;25479;11146;77;260;117;1203;3195;4439;3698;61;119
05513 GELSENKIRCHEN,STADT ;115665;88073;25169;2431;;;167;6285;23347;18053;44385;20142;95;844;277;2502;6427;8512;7014;67;243
05515 MUENSTER,STADT ;132598;87374;42433;2930;;;173;5627;23423;20746;51409;28421;206;633;483;3540;8793;13836;15050;153;280
05554 BORKEN ;196661;118963;69492;8419;;;167;6449;34907;35147;82874;33937;231;880;673;6707;17288;26615;17403;183;392
05558 COESFELD ;123221;81051;38712;3486;;;183;4390;22709;21919;51185;21038;109;519;452;4103;9836;14044;9751;77;232
05562 RECKLINGHAUSEN ;323441;242601;73567;7257;;;436;13825;60935;51079;134896;57580;278;1213;697;7385;18756;26220;19507;191;517
05566 STEINFURT ;240498;161022;73631;5832;;;268;8628;46329;40599;100144;40230;222;1224;809;7362;18241;27168;18998;165;562
05570 WARENDORF ;152919;105951;43332;3865;;;168;6509;31353;26011;61927;24250;162;830;569;5080;11337;15023;10671;113;301
RB ZUSAMMEN ;1347591;933313;379274;35587;;;1637;54391;254434;222987;552299;236744;1380;6403;4077;37882;93873;135857;102092;1010;2646
RB DETMOLD ;;;;;;;;;;;;;;;;;;;;;
05711 BIELEFELD,STADT ;153465;107263;43605;2617;;;263;5661;29410;24119;61082;30517;202;572;564;4690;10143;14327;13208;144;239
05754 GUETERSLOH ;201840;140778;57797;3391;;;211;8123;40286;32230;81311;35970;229;881;715;6488;13939;19456;16286;174;315
05758 HERFORD ;147541;107142;37796;2771;;;175;5679;27696;23178;61359;27573;177;679;407;3880;8921;12923;11151;123;272
05762 HOEXTER ;81795;56725;23189;1995;;;57;2872;15607;12986;35376;13537;80;317;284;2583;5797;8718;5489;51;119
05766 LIPPE ;197931;140415;53531;4195;;;196;8095;40885;32156;79111;34339;191;1147;721;6678;13596;18214;13487;147;435
05770 MINDEN-LUEBBECKE ;184098;132343;48226;3595;;;300;8020;38199;29247;73735;30046;204;1217;642;5730;11822;16577;12553;146;468
05774 PADERBORN ;161282;108244;49345;3834;;;133;5292;30409;26924;67979;28316;200;497;502;5270;12010;17633;13360;147;191
RB ZUSAMMEN ;1127952;792910;313489;22398;;;1335;43742;222492;180840;459953;200298;1283;5310;3835;35319;76228;107848;85534;932;2039
RB ARNSBERG ;;;;;;;;;;;;;;;;;;;;;
05911 BOCHUM,STADT ;183811;136265;44676;2882;;;252;7409;31843;26363;72533;43033;187;566;292;3452;9192;15648;15576;123;240
05913 DORTMUND,STADT ;260994;189923;66955;4077;;;411;11200;49374;41292;103830;50289;345;1138;569;6069;15772;22715;20850;224;473
05914 HAGEN,STADT ;90036;66431;22542;1082;;;104;4158;17514;14327;36295;16116;112;438;208;2069;5506;7958;6474;79;160
05915 HAMM,STADT ;87544;63794;22252;1517;;;114;3676;17476;14316;35244;14665;81;461;256;2497;5757;7835;5512;52;182
05916 HERNE,STADT ;71427;55264;14753;1453;;;77;3464;14486;11421;28442;11979;68;256;144;1527;3855;5070;3914;45;117
05954 ENNEPE-RUHR-KREIS ;184408;135158;46222;3291;;;245;7698;33065;28382;75765;35916;194;659;453;4138;10996;15947;14048;140;232
05958 HOCHSAUERLANDKREIS ;151044;101887;46581;2540;;;158;5096;26119;23594;64408;29941;190;702;420;4473;10860;16930;13366;146;279
05962 MAERKISCHER KREIS ;234772;167948;63345;3555;;;277;8838;41324;37446;98214;45295;247;1174;624;5953;15410;22296;18253;171;438
05966 OLPE ;80374;55394;24082;891;;;62;2729;12743;12306;35749;15649;82;384;219;2048;5572;9017;6956;66;144
05970 SIEGEN-WITTGENSTEIN ;161285;113158;46363;1679;;;218;5019;25445;24185;69360;34626;198;955;411;3742;10092;16936;14582;138;331
05974 SOEST ;169733;118259;48207;3323;;;175;7071;33650;27076;70033;29455;182;831;597;5323;11613;17173;12889;124;332
05978 UNNA ;217765;158335;55505;4249;;;303;8844;39826;34398;89502;41830;268;884;573;5371;13454;18886;16365;182;314
RB ZUSAMMEN ;1893193;1361816;501483;30539;;;2396;75202;342865;295106;779375;368794;2154;8448;4766;46662;118079;176411;148785;1490;3242
LAND INSGESAMT ;9264268;6452104;2618940;194290;;;14105;379028;1680429;1476837;3736247;1809943;11479;43457;26362;245188;607083;890132;812012;8460;17294
RHEINLAND-PFALZ ;RHEINLAND-PFALZ;;;;;;;;;;;;;RHEINLAND-PFALZ;;;;;;;
RB KOBLENZ ;;;;;;;;;;;;;;;;;;;;;
07111 KOBLENZ,STADT ;56029;37939;17447;620;;;109;2017;9210;8365;22706;12809;105;210;178;1291;3541;5784;6424;61;80
07131 AHRWEILER ;76134;53304;21641;1146;;;93;3451;14954;12766;31524;11947;36;470;274;2280;5665;8197;4900;32;155
07132 ALTENKIRCHEN(WESTWLD.) ;76126;54095;20910;1068;;;113;2614;13663;12601;32511;13779;53;312;211;1996;5217;7647;5582;37;122
07133 BAD KREUZNACH ;90654;63732;25668;1270;;;126;3814;18559;15388;36691;14567;84;472;350;3061;6422;9304;6140;57;182
07134 BIRKENFELD ;48967;35485;13021;460;;;51;1843;9743;8063;20679;8002;34;165;139;1406;3339;4989;2984;25;57
07135 COCHEM-ZELL ;38563;24672;13283;596;;;25;1273;6734;7002;16710;6316;27;162;131;1284;3402;5259;3067;13;72
07137 MAYEN-KOBLENZ ;124599;87623;35438;1502;;;147;4585;21611;20603;53415;22140;106;650;384;3174;8916;13246;9205;81;240
07138 NEUWIED ;107507;74820;30616;1997;;;158;4071;20073;18473;44397;18491;129;590;315;3011;7638;10949;8249;84;188
07140 RHEIN-HUNSRUECK-KREIS ;62597;39814;21917;825;;;78;1954;10444;10817;27573;10903;63;260;195;1858;5523;8851;5231;51;96
07141 RHEIN-LAHN-KREIS ;73690;52044;20568;1047;;;75;2987;14172;12249;30849;12220;60;456;236;1980;5166;7637;5245;46;165
07143 WESTERWALDKREIS ;122356;82494;38025;1802;;;143;3722;19530;19149;53412;24802;119;498;357;3111;8846;14250;11055;89;171
RB ZUSAMMEN ;877222;606022;258534;12333;;;1118;32331;158693;145476;370467;155976;816;4245;2770;24452;63675;96113;68082;576;1528
RB TRIER ;;;;;;;;;;;;;;;;;;;;;
07211 TRIER-SAARBURG ;136178;89331;46066;594;;;260;4557;22905;23371;58291;24559;107;584;414;3936;10790;18658;11768;83;213
07231 BERNKASTEL-WITTLICH ;67874;44365;23046;413;;;79;2458;12207;11832;28098;12221;81;305;262;2386;5765;8485;5842;69;123
07232 EIFELKREIS BITBURG-PRUEM ;58253;34536;23335;274;;;123;2111;10538;10568;24373;9840;57;255;210;2058;5759;9620;5471;44;95
07233 VULKANEIFEL ;37222;23593;13153;445;;;38;1343;6725;6350;15693;6513;22;187;137;1226;3150;5154;3336;13;83
RB ZUSAMMEN ;299527;191825;105600;1726;;;500;10469;52375;52121;126455;53133;267;1331;1023;9606;25464;41917;26417;209;514
RB RHEINHESSEN-PFALZ ;;;;;;;;;;;;;;;;;;;;;
07311 FRANKENTHAL(PFALZ),STADT ;24668;17918;6488;289;;;43;1254;5146;4193;9315;4296;50;142;73;652;1537;2223;1861;44;53
07312 KAISERSLAUTERN,STADT ;47840;34687;12559;667;;;99;2263;9349;7475;17635;10337;109;192;152;1134;2693;4181;4198;75;61
07313 LANDAU I.D.PFALZ,STADT ;24418;17525;6648;262;;;43;1299;5172;4068;8902;4476;28;166;107;721;1658;2211;1829;14;60
07314 LUDWIGSHAFEN A.RH.,STADT ;75468;54920;19701;743;;;171;3925;15637;12429;27951;14199;98;352;240;2060;4680;6145;6257;64;144
07315 MAINZ,STADT ;92947;62571;29414;871;;;215;3888;16613;14233;35707;20365;132;462;284;2429;5844;9725;10725;99;182
07316 NEUSTADT A.D.WSTR.,STADT ;30360;21466;8607;332;;;38;1454;6149;5234;11681;5180;34;175;143;982;2123;2978;2228;23;68
07317 PIRMASENS,STADT ;21911;15915;5802;174;;;36;967;4249;3554;8667;4123;27;100;60;571;1358;1969;1762;17;42
07318 SPEYER,STADT ;26966;19124;7466;463;;;40;1137;5195;4718;10611;4784;46;147;97;795;1914;2580;1936;34;65
07319 WORMS,STADT ;41450;30289;10724;459;;;82;1970;8864;7070;15946;6953;49;196;158;1263;2754;3693;2678;32;80
07320 ZWEIBRUECKEN,STADT ;19972;14530;5206;237;;;55;941;3910;3704;7895;3130;15;133;66;545;1334;1897;1263;10;48
07331 ALZEY-WORMS ;76913;51324;24555;1077;;;98;3172;15141;13387;30939;13000;50;397;347;2918;6186;8764;5911;35;223
07332 BAD DUERKHEIM ;82249;57741;23461;1121;;;97;3998;15855;14066;32606;14159;92;454;373;2644;5814;8395;5782;56;216
07333 DONNERSBERGKREIS ;45701;31135;13940;662;;;56;2111;9587;7956;18199;7120;50;250;195;1614;3525;5228;3160;46;92
07334 GERMERSHEIM ;74656;51522;22410;716;;;102;3413;14762;13050;28119;13846;325;405;296;2522;5849;7527;5809;108;183
07335 KAISERSLAUTERN ;63117;45396;16999;809;;;104;2712;12971;10939;25497;10132;65;281;237;1936;4323;6333;3915;51;105
07336 KUSEL ;44843;32407;11947;540;;;41;1936;9416;8299;18278;6319;26;178;156;1386;3133;4646;2460;20;68
07337 SUEDLICHE WEINSTRASSE ;69253;48381;20194;682;;;90;3807;15313;12041;25764;10820;118;515;455;2804;5275;6711;4508;42;230
07338 RHEIN-PFALZ-KREIS ;92303;68130;23090;1128;;;131;4450;18042;15592;37198;15373;93;536;367;2625;5923;8429;5319;45;218
07339 MAINZ-BINGEN ;125401;84864;38875;1632;;;154;4851;22747;22021;50150;23104;181;640;413;3889;10080;13205;10637;124;290
07340 SUEDWESTPFALZ ;62905;44307;17993;605;;;68;2797;12751;11109;25778;9542;61;303;291;2064;4732;6776;3874;41;114
RB ZUSAMMEN ;1143341;804152;326079;13469;;;1763;52345;226869;195138;446838;201258;1649;6024;4510;35554;80735;113616;86112;980;2542
LAND INSGESAMT ;2320090;1601999;690213;27528;;;3381;95145;437937;392735;943760;410367;2732;11600;8303;69612;169874;251646;180611;1765;4584
SAARLAND ;;;;;;;;;;;;;;;;;;;;;
10041 SAARBRUECKEN,STADTVERB. ;181214;129727;49950;1211;;;537;7714;33198;32096;69864;34757;170;1208;580;4574;11113;16997;15977;136;423
10042 MERZIG-WADERN ;65224;42739;22030;377;;;135;2305;10749;11943;27288;11829;64;269;220;2032;5290;8464;5756;52;111
10043 NEUNKIRCHEN ;81325;60028;20605;697;;;105;3164;14721;14405;33708;14102;50;290;235;1937;5080;7493;5603;30;96
10044 SAARLOUIS ;123210;88432;34034;671;;;172;4989;20681;22441;51721;21301;87;791;428;3070;8657;12683;8763;58;287
10045 SAAR-PFALZ-KREIS ;91578;65758;25048;843;;;131;3551;16161;16697;36944;16861;90;502;296;2438;5942;8786;7254;64;176
10046 SANKT WENDEL ;56958;39655;16724;578;;;49;1916;9827;9726;24799;9920;44;187;153;1587;4069;6528;4203;32;60
LAND INSGESAMT ;599509;426339;168391;4377;;;1129;23639;105337;107308;244324;108770;505;3247;1912;15638;40151;60951;47556;372;1153
SACHSEN ;SACHSEN;;;;;;;;;;;;;SACHSEN;;;;;;;
RB CHEMNITZ ;;;;;;;;;;;;;;;;;;;;;
14511 CHEMNITZ, STADT ;120514;91990;27024;1374;;;300;3338;18612;19273;51902;26164;104;468;188;1954;5878;9321;9471;67;112
14521 ERZGEBIRGSKREIS ;202041;156846;43128;2003;;;190;6025;33200;33707;90123;36763;115;962;344;3925;10477;16094;12019;69;160
14522 MITTELSACHSEN ;179559;137332;39633;2505;;;249;6347;32833;30541;78344;29314;123;872;357;3878;9892;14619;10552;78;179
14523 VOGTLANDKREIS ;134840;104609;28743;1372;;;210;4116;21837;21414;60137;25373;104;776;250;2689;7086;9872;8569;68;152
14524 ZWICKAU ;182756;142764;37636;2291;;;251;5377;30563;28607;80021;35796;135;665;285;3268;8694;13519;11600;79;99
RB ZUSAMMEN ;819710;633541;176164;9545;;;1200;25203;137045;133542;360527;153410;581;3743;1424;15714;42027;63425;52211;361;702
