Stadt;Insgesamt;Benzin;Diesel;Gas (einschl. bivalent);Hybrid;Elektro;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige2;Euro 1 2;Euro 2 2;Euro 3 2;Euro 4 2;Euro 5 2;Euro 6 2;Sonstige3
09771 AICHACH-FRIEDBERG ;76044;51466;23616;1032;;;98;2678;13221;12831;32097;14040;81;384;258;2637;5853;8545;6038;58;153
09772 AUGSBURG ;144573;101112;41664;1877;;;312;4967;24307;23633;60838;28398;176;749;470;3991;10082;15045;11470;115;328
09773 DILLINGEN A.D.DONAU ;57489;39217;17593;683;;;48;2003;10470;10132;24345;9718;67;190;203;1922;4517;6506;4230;49;77
09774 GUENZBURG ;73012;48345;23985;694;;;70;2298;12871;12610;31496;12726;70;341;194;2256;5893;9191;6199;53;127
09775 NEU-ULM ;96486;66398;29200;991;;;68;3046;16348;15615;41740;18167;241;285;177;2666;7046;11009;7917;117;114
09776 LINDAU (BODENSEE) ;46353;31921;14072;386;;;64;1835;9217;7915;18497;7940;48;284;229;1955;3642;4553;3456;39;120
09777 OSTALLGAEU ;79175;52191;25885;1096;;;118;2786;13976;13788;32936;14439;62;529;365;3220;6802;8824;6310;41;234
09778 UNTERALLGAEU ;84171;56014;27311;888;;;106;3080;15510;14621;35732;13951;60;398;293;3173;6882;10153;6522;44;142
09779 DONAU-RIES ;80914;53769;26304;904;;;132;3091;16067;14185;32643;13782;111;409;297;3190;6727;9295;6479;72;164
09780 OBERALLGAEU ;89419;59565;29067;770;;;97;3111;14800;14938;37138;17642;90;734;429;3524;7368;9623;7631;65;306
RB ZUSAMMEN ;1030064;697547;320697;12498;;;1670;35889;179914;172473;427576;197255;1408;5310;3512;33886;78628;112633;87592;920;2208
LAND INSGESAMT ;7214493;4756064;2378145;79118;;;12249;255195;1217296;1148489;2911684;1544051;11007;45805;25184;231929;539209;791856;755023;7917;18199
BERLIN ;BERLIN;;;;;;;;;;;;;BERLIN;;;;;;;
11000 BERLIN ;1149520;879752;248543;19453;;;4657;56948;227817;177838;445819;222607;2204;2621;2193;20830;54544;83440;82896;1308;1078
LAND INSGESAMT ;1149520;879752;248543;19453;;;4657;56948;227817;177838;445819;222607;2204;2621;2193;20830;54544;83440;82896;1308;1078
BRANDENBURG ;BRANDENBURG;;;;;;;;;;;;;BRANDENBURG;;;;;;;
12051 BRANDENBURG/HAVEL,STADT ;32760;25715;6625;368;;;93;1312;6431;5330;14072;5252;34;111;69;648;1685;2491;1633;19;45
12052 COTTBUS, STADT ;47355;37188;9580;491;;;148;1887;9434;7611;19563;8237;48;135;103;909;2397;3260;2806;33;46
12053 FRANKFURT/ODER,STADT ;27995;22601;4897;489;;;75;1078;5283;4555;12118;4692;22;94;73;523;1229;1682;1338;15;22
12054 POTSDAM,STADT ;66779;49494;16163;1093;;;162;2560;11582;10554;28413;12718;100;150;128;1311;3684;5829;4960;70;84
12060 BARNIM ;94381;72902;19805;1678;;;220;4346;19529;16099;38554;14484;73;328;249;2314;5300;6957;4724;42;111
12061 DAHME-SPREEWALD ;91918;68300;21635;2005;;;267;4727;19427;15170;36810;14566;72;264;271;2397;5574;7718;5416;45;103
12062 ELBE-ELSTER ;63204;48084;14269;832;;;95;3914;14927;10833;24202;8325;45;216;210;1676;3994;5113;3120;24;77
12063 HAVELLAND ;83292;62840;18991;1401;;;187;3853;16774;13751;34532;13024;68;337;224;2035;4869;7133;4437;42;146
12064 MAERKISCH-ODERLAND ;105841;81923;22061;1829;;;226;5409;22838;17359;42358;15529;74;440;316;2602;5787;7877;5145;51;142
12065 OBERHAVEL ;109802;83706;24174;1871;;;223;5292;22365;18466;44258;16781;93;467;275;2515;6196;8950;5856;60;146
12066 ODERSPREEWALD-LAUSITZ ;65558;49618;14976;931;;;120;3312;13533;11226;26429;9961;46;241;165;1505;3925;5496;3718;30;73
12067 ODER-SPREE ;101318;77593;22040;1691;;;190;4412;20246;17123;42371;15799;119;326;235;2363;5571;8101;5481;80;107
12068 OSTPRIGNITZ-RUPPIN ;55526;40929;13720;905;;;53;2759;11984;9604;22503;7692;38;276;176;1670;3671;4973;3031;27;101
12069 POTSDAM-MITTELMARK ;116244;84089;30194;1992;;;210;5035;21934;19314;48947;19207;140;307;297;3116;7843;11217;7360;93;125
12070 PRIGNITZ ;44393;33226;10577;606;;;46;2174;9705;7421;18278;6085;28;185;152;1333;2840;3728;2377;21;65
12071 SPREE-NEISSE ;71102;55488;14777;775;;;104;3677;15810;11865;28649;9843;58;339;191;1742;4159;5199;3298;43;93
12072 TELTOW-FLAEMING ;92207;67603;22881;1705;;;187;4727;18934;14478;37070;15400;100;249;240;2478;5515;7898;6489;55;98
12073 UCKERMARK ;67416;53081;13527;785;;;116;3003;14159;11463;28002;9576;40;212;211;1607;3623;4843;3083;30;67
LAND INSGESAMT ;1337091;1014380;300892;21447;;;2722;63477;274895;222222;547129;207171;1198;4677;3585;32744;77862;108465;74272;780;1651
BREMEN ;BREMEN;;;;;;;;;;;;;BREMEN;;;;;;;
04011 BREMEN, STADT ;227738;161685;62415;3578;;;525;9815;43177;34834;86192;47550;629;1180;678;5227;12741;19796;22543;408;509
04012 BREMERHAVEN,STADT ;45668;33481;11385;834;;;113;1568;9069;7316;18782;8418;67;162;145;1191;2793;3832;3256;41;55
LAND INSGESAMT ;273406;195166;73800;4412;;;638;11383;52246;42150;104974;55968;696;1342;823;6418;15534;23628;25799;449;564
HAMBURG ;HAMBURG;;;;;;;;;;;;;HAMBURG;;;;;;;
02000 HAMBURG ;738610;505121;225682;7322;;;1674;28744;119399;105282;272529;194579;2097;3912;3148;19815;43518;60953;93782;957;1867
LAND INSGESAMT ;738610;505121;225682;7322;;;1674;28744;119399;105282;272529;194579;2097;3912;3148;19815;43518;60953;93782;957;1867
HESSEN ;HESSEN;;;;;;;;;;;;;HESSEN;;;;;;;
RB DARMSTADT ;;;;;;;;;;;;;;;;;;;;;
06411 DARMSTADT,STADT ;68862;45908;22029;905;;;210;3023;12203;10388;25877;15675;153;410;245;1763;4101;7125;8420;93;169
06412  FRANKFURT AM MAIN,STADT;313385;187159;122434;3831;;;946;12440;45577;39782;105253;102374;862;1011;444;5000;15807;30975;68762;705;268
06413  OFFENBACH AM MAIN,STADT;50518;35151;14659;716;;;165;2642;10275;7919;18374;10239;87;267;135;1261;3105;4735;5213;66;99
06414 WIESBADEN,STADT ;136943;92430;42987;1538;;;357;5184;22736;20857;52931;31341;256;463;317;2894;8365;14643;16163;213;163
06431 BERGSTRASSE ;157519;111922;43714;1857;;;263;7201;29939;25385;62395;29420;342;731;576;4467;10495;14834;12601;151;273
06432 DARMSTADT-DIEBURG ;169912;119887;47760;2094;;;387;7377;30372;27324;68345;32984;167;966;547;4427;11157;16641;14256;106;361
06433 GROSS-GERAU ;146917;104868;39830;2023;;;509;5698;25308;22087;55264;35907;267;702;346;3241;8477;13166;14074;85;288
06434 HOCHTAUNUSKREIS ;154557;100277;52719;1385;;;330;5352;19885;19812;55999;49315;854;671;309;2670;8151;14027;26823;359;213
06435 MAIN-KINZIG-KREIS ;232727;164442;65436;2798;;;423;9665;42050;37155;96646;42857;258;1177;591;5839;15279;24797;18096;192;400
06436 MAIN-TAUNUS-KREIS ;172917;110612;60818;1251;;;395;5077;20698;19934;58452;64384;689;643;255;2416;7524;14389;35694;192;197
06437 ODENWALDKREIS ;57297;40145;16235;821;;;113;2365;11111;9723;23214;9851;38;271;175;1868;4136;5744;4089;19;98
06438 OFFENBACH ;196040;139624;54008;2385;;;448;8479;33017;29261;78516;41121;316;801;426;3809;10734;18696;19496;254;246
