Stadt;Insgesamt;Benzin;Diesel;Gas (einschl. bivalent);Hybrid;Elektro;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige2;Euro 1 2;Euro 2 2;Euro 3 2;Euro 4 2;Euro 5 2;Euro 6 2;Sonstige3
BADEN-WUERTTEMBERG;;;;;;;;;;;;;;;;;;;;;
11000 BERLIN ;1 178 417;854 691;296 399;17 429;;;9 898;30 721;151 390;145 941;405 673;342 831;83 363;2 699;1 715;16 451;45 005;73 141;124 748;31 950;1 095
LAND INSGESAMT ;1 178 417;854 691;296 399;17 429;;;9 898;30 721;151 390;145 941;405 673;342 831;83 363;2 699;1 715;16 451;45 005;73 141;124 748;31 950;1 095
BRANDENBURG ;;;;;;;;;;;;;;;;;;;;;
12051 BRANDENBURG/HAVEL,STADT ;33 530;25 146;7 929;306;;;149;632;4 276;4 222;12 736;9 574;1 749;109;49;493;1 369;2 127;3 261;557;43
12052 COTTBUS, STADT ;47 891;36 086;11 200;389;;;216;983;6 171;5 942;17 806;13 837;2 538;132;67;624;1 924;2 764;4 816;933;39
12053 FRANKFURT/ODER,STADT ;27 920;21 595;5 824;386;;;115;565;3 305;3 434;10 607;8 202;1 556;96;53;359;934;1 439;2 498;509;21
12054 POTSDAM,STADT ;70 411;49 231;19 926;921;;;333;1 335;7 531;8 070;25 756;22 136;4 674;154;102;1 028;2 838;5 059;8 704;2 010;84
12060 BARNIM ;97 949;71 494;24 530;1 505;;;420;2 224;13 033;12 977;36 419;27 740;4 159;283;176;1 866;4 484;6 537;9 817;1 437;90
12061 DAHME-SPREEWALD ;95 705;67 018;26 494;1 684;;;509;2 451;13 034;12 409;35 108;27 174;4 316;233;190;1 806;4 634;7 160;10 853;1 641;83
12062 ELBE-ELSTER ;62 921;45 359;16 660;722;;;180;2 098;10 138;8 703;23 174;15 372;2 497;207;150;1 321;3 153;4 760;6 264;889;69
12063 HAVELLAND ;87 391;62 517;23 240;1 277;;;357;1 994;11 374;11 282;32 775;24 535;4 081;300;158;1 561;4 100;6 605;9 175;1 419;125
12064 MAERKISCH-ODERLAND ;109 535;80 465;26 936;1 699;;;435;2 841;15 221;14 266;40 618;29 543;4 690;475;227;1 981;4 817;7 321;10 636;1 676;134
12065 OBERHAVEL ;114 411;82 771;29 335;1 834;;;471;2 750;15 011;14 961;42 417;31 856;4 792;417;186;1 985;5 068;8 311;11 708;1 761;131
12066 ODERSPREEWALD-LAUSITZ ;64 980;46 868;17 149;759;;;204;1 755;8 740;8 747;24 077;17 814;2 826;187;106;1 083;2 992;4 766;7 039;1 062;48
12067 ODER-SPREE ;102 921;74 752;26 399;1 447;;;323;2 274;13 255;13 347;38 660;29 424;4 651;325;155;1 783;4 549;7 039;10 886;1 791;99
12068 OSTPRIGNITZ-RUPPIN ;56 120;38 760;16 438;805;;;117;1 344;7 852;7 866;21 711;14 305;2 102;266;113;1 284;3 076;4 747;6 110;935;92
12069 POTSDAM-MITTELMARK ;120 457;81 658;36 708;1 678;;;413;2 709;14 093;15 103;44 784;36 014;5 924;307;219;2 345;6 356;10 035;15 083;2 383;119
12070 PRIGNITZ ;44 457;31 359;12 507;503;;;88;1 172;6 555;6 039;17 286;11 059;1 655;152;102;1 028;2 330;3 432;4 822;689;41
12071 SPREE-NEISSE ;70 153;52 376;16 943;648;;;186;1 908;10 235;9 277;26 719;18 196;2 601;319;124;1 238;3 230;4 614;6 708;911;68
12072 TELTOW-FLAEMING ;95 922;66 599;27 466;1 533;;;324;2 533;12 690;11 890;35 076;27 487;4 669;217;182;1 887;4 537;7 138;11 491;2 030;85
12073 UCKERMARK ;67 062;50 234;15 989;651;;;188;1 523;8 893;9 024;26 172;17 640;2 615;206;137;1 144;2 991;4 450;6 236;908;55
LAND INSGESAMT ;1 369 736;984 288;361 673;18 747;;;5 028;33 091;181 407;177 559;511 901;381 908;62 095;4 385;2 496;24 816;63 382;98 304;146 107;23 541;1 426
BREMEN ;;;;;;;;;;;;;;;;;;;;;
04011 BREMEN, STADT ;236 684;158 496;73 755;3 256;;;1 177;5 630;28 707;28 935;79 754;67 342;20 729;1 019;486;3 812;10 428;17 697;30 486;9 944;461
04012 BREMERHAVEN,STADT ;47 800;33 312;13 545;717;;;226;772;6 022;6 224;17 643;13 838;2 904;130;88;859;2 301;3 635;5 357;1 195;53
LAND INSGESAMT ;284 484;191 808;87 300;3 973;;;1 403;6 402;34 729;35 159;97 397;81 180;23 633;1 149;574;4 671;12 729;21 332;35 843;11 139;514
HAMBURG ;;;;;;;;;;;;;;;;;;;;;
02000 HAMBURG ;761 655;491 695;259 707;6 507;;;3 746;17 290;79 273;83 582;239 323;230 627;94 514;3 969;2 410;14 839;35 045;51 243;104 049;48 857;1 859
LAND INSGESAMT ;761 655;491 695;259 707;6 507;;;3 746;17 290;79 273;83 582;239 323;230 627;94 514;3 969;2 410;14 839;35 045;51 243;104 049;48 857;1 859
HESSEN ;;;;;;;;;;;;;;;;;;;;;
RB DARMSTADT ;;;;;;;;;;;;;;;;;;;;;
06411 DARMSTADT,STADT ;70 652;44 742;24 783;745;;;382;1 771;7 997;8 191;23 401;21 657;6 179;285;137;1 064;3 086;6 043;10 917;3 292;126
06412  FRANKFURT AM MAIN,STADT;323 512;181 670;137 246;2 739;;;1 857;7 050;30 215;31 598;91 986;112 134;43 073;1 054;271;3 552;12 125;24 755;67 042;28 768;258
06413  OFFENBACH AM MAIN,STADT;53 208;34 308;18 000;580;;;320;1 423;6 939;6 889;17 825;15 113;4 076;208;80;832;2 627;4 680;7 501;2 179;57
06414 WIESBADEN,STADT ;140 479;89 788;48 720;1 257;;;714;2 914;14 430;15 930;47 144;45 037;12 085;328;158;1 610;5 936;12 380;21 623;6 747;105
06431 BERGSTRASSE ;164 047;111 171;50 631;1 621;;;624;4 041;20 329;20 296;57 590;47 809;11 157;573;382;3 110;8 174;13 313;20 887;4 236;226
06432 DARMSTADT-DIEBURG ;176 788;119 348;54 702;1 946;;;792;4 181;20 388;21 278;62 119;53 665;11 828;734;349;2 932;8 264;14 733;22 742;5 148;278
06433 GROSS-GERAU ;160 555;110 429;47 780;1 733;;;613;3 240;16 796;17 886;51 714;43 604;25 247;505;216;2 113;6 622;12 321;18 703;7 466;218
06434 HOCHTAUNUSKREIS ;159 370;98 002;59 271;1 216;;;881;3 175;12 850;14 493;47 304;51 322;27 168;576;195;1 732;5 850;11 146;25 152;14 877;182
06435 MAIN-KINZIG-KREIS ;242 400;162 577;76 375;2 407;;;1 041;5 402;28 172;29 276;87 922;73 679;13 779;1 004;430;4 050;11 728;21 733;32 214;5 635;349
06436 MAIN-TAUNUS-KREIS ;177 258;107 885;67 379;1 101;;;893;2 912;13 509;14 571;49 102;57 361;36 121;521;143;1 561;5 320;11 161;29 449;19 450;150
06437 ODENWALDKREIS ;59 005;39 234;18 758;791;;;222;1 328;7 507;7 798;21 200;17 322;2 975;230;134;1 266;3 235;5 199;7 576;1 157;99
06438 OFFENBACH ;203 714;137 582;63 138;2 038;;;956;4 915;22 216;22 965;69 495;63 757;14 971;659;299;2 597;8 263;15 703;28 525;7 222;195
06439 RHEINGAU-TAUNUS-KREIS ;115 466;76 528;37 390;1 154;;;394;2 337;11 638;13 159;41 557;37 616;6 900;488;174;1 671;5 257;10 300;16 699;2 990;179
06440 WETTERAUKREIS ;179 305;119 703;57 164;1 761;;;677;4 202;20 525;21 419;64 725;54 975;10 527;677;333;2 872;8 799;15 531;24 815;4 335;259
RB ZUSAMMEN ;2 225 759;1 432 967;761 337;21 089;;;10 366;48 891;233 511;245 749;733 084;695 051;226 086;7 842;3 301;30 962;95 286;178 998;333 845;113 502;2 681
RB GIESSEN ;;;;;;;;;;;;;;;;;;;;;
06531 GIESSEN ;144 135;93 796;47 880;1 875;;;584;3 079;17 014;17 790;52 354;43 256;8 315;375;254;2 643;7 426;13 357;19 876;3 902;139
06532 LAHN-DILL-KREIS ;154 898;102 599;50 256;1 701;;;342;2 970;17 855;18 832;56 717;46 924;8 614;665;315;2 818;8 077;14 024;20 923;3 681;227
06533 LIMBURG-WEILBURG ;105 836;67 636;36 532;1 343;;;325;1 995;11 854;12 813;39 104;32 806;5 733;461;170;1 826;5 523;10 354;15 805;2 618;155
06534 MARBURG-BIEDENKOPF ;135 342;90 640;42 785;1 550;;;367;2 514;15 212;16 120;50 200;41 932;7 354;639;290;2 438;6 864;12 047;17 917;2 872;237
06535 VOGELSBERGKREIS ;68 356;44 861;22 488;831;;;176;1 363;8 501;8 866;25 604;19 802;3 123;250;137;1 522;3 908;6 399;9 104;1 231;102
RB ZUSAMMEN ;608 567;399 532;199 941;7 300;;;1 794;11 921;70 436;74 421;223 979;184 720;33 139;2 390;1 166;11 247;31 798;56 181;83 625;14 304;860
RB KASSEL ;;;;;;;;;;;;;;;;;;;;;
06611 KASSEL,STADT ;85 444;56 711;27 228;1 189;;;316;1 724;10 180;9 860;28 540;26 334;7 341;347;190;1 563;4 203;6 538;11 116;3 326;135
06631 FULDA ;132 979;86 548;44 598;1 488;;;345;2 470;15 776;16 590;48 190;40 551;7 590;549;283;2 776;7 382;11 909;18 685;3 237;180
06632 HERSFELD-ROTENBURG ;74 768;50 164;23 418;1 066;;;120;1 490;9 732;9 417;28 421;21 313;3 379;310;145;1 498;3 948;6 520;9 726;1 393;104
06633 KASSEL, LAND ;140 859;97 410;41 154;1 995;;;300;2 648;16 093;15 160;49 816;45 281;9 785;512;329;2 670;6 775;10 688;17 176;3 089;198
06634 SCHWALM-EDER-KREIS ;112 120;75 086;34 973;1 811;;;250;2 027;13 431;13 153;41 780;34 033;6 220;454;220;2 212;5 790;9 614;14 360;2 461;175
06635 WALDECK-FRANKENBERG ;98 671;65 133;31 757;1 570;;;211;2 052;11 667;11 797;36 746;29 432;5 120;531;226;1 966;5 186;9 006;12 957;2 106;179
06636 WERRA-MEISSNER-KREIS ;60 245;40 345;18 909;895;;;96;1 279;7 972;7 716;22 511;17 212;2 762;280;146;1 322;3 290;5 399;7 532;1 047;119
RB ZUSAMMEN ;705 086;471 397;222 037;10 014;;;1 638;13 690;84 851;83 693;256 004;214 156;42 197;2 983;1 539;14 007;36 574;59 674;91 552;16 659;1 090
LAND INSGESAMT ;3 539 412;2 303 896;1 183 315;38 403;;;13 798;74 502;388 798;403 863;1 213 067;1 093 927;301 422;13 215;6 006;56 216;163 658;294 853;509 022;144 465;4 631
MECKLENBURG-VORPOMMERN ;;;;;;;;;;;;;;MECKLENBURG-VORPOMMERN;;;;;;;
13003 ROSTOCK, STADT ;81 814;58 819;21 817;884;;;294;1 123;8 130;9 598;31 084;26 054;5 113;215;118;1 140;3 289;5 662;9 380;2 032;111
13004 SCHWERIN, STADT ;42 396;29 606;12 112;514;;;164;598;4 278;5 112;16 288;13 090;2 749;112;75;689;1 861;3 044;5 191;1 180;48
13071 MECKLENBURGISCHE SEENPLA. ;140 465;96 674;42 163;1 254;;;374;2 429;17 128;19 475;54 608;39 343;5 843;494;268;3 041;7 851;11 908;16 368;2 416;188
13072 ROSTOCK ;119 573;79 296;38 714;1 266;;;297;1 946;13 105;15 502;45 935;35 816;5 926;280;244;2 423;6 616;10 865;15 693;2 626;111
13073 VORPOMMERN-RUEGEN ;117 654;81 811;34 436;1 065;;;342;1 878;12 601;14 944;46 368;34 997;5 565;327;226;2 354;6 122;9 581;13 769;2 151;122
13074 NORDWESTMECKLENBURG ;85 918;58 475;26 103;1 160;;;180;1 428;9 811;11 093;33 743;25 041;3 708;308;188;1 828;4 696;7 492;10 279;1 434;109
13075 VORPOMMERN-GREIFSWALD ;121 418;87 242;32 742;1 087;;;347;2 380;14 649;16 128;47 992;34 004;4 985;393;255;2 294;5 801;9 300;12 960;1 902;132
13076 LUDWIGSLUST-PARCHIM ;123 470;81 890;39 522;1 855;;;203;2 279;14 974;17 454;49 242;33 311;4 396;614;283;2 875;7 714;11 800;14 704;1 816;210
LAND INSGESAMT ;832 708;573 813;247 609;9 085;;;2 201;14 061;94 676;109 306;325 260;241 656;38 285;2 743;1 657;16 644;43 950;69 652;98 344;15 557;1 031
NIEDERSACHSEN ;;;;;;;;;;;;;;NIEDERSACHSEN;;;;;;;
RB BRAUNSCHWEIG ;;;;;;;;;;;;;;;;;;;;;
03101 BRAUNSCHWEIG,STADT ;133 129;83 065;47 373;1 646;;;1 045;2 639;13 319;11 896;40 635;43 800;16 771;2 315;304;2 119;5 198;9 039;20 309;9 314;877
03102 SALZGITTER,STADT ;51 994;35 587;15 229;1 080;;;98;1 094;6 863;6 503;19 116;14 979;2 750;178;103;1 080;2 660;4 221;5 968;1 074;60
03103 WOLFSBURG,STADT ;143 172;80 091;61 333;864;;;884;1 514;6 037;4 493;18 019;25 517;85 573;946;228;1 148;2 691;4 273;11 241;41 439;215
03151 GIFHORN ;99 699;62 835;35 372;1 291;;;201;1 971;12 192;10 570;34 450;33 000;6 043;295;296;2 824;6 282;9 576;14 016;2 054;133
03153 GOSLAR ;77 037;52 018;23 747;1 126;;;146;1 506;8 870;8 807;27 745;24 821;4 280;313;168;1 361;3 718;6 155;10 390;1 712;138
03154 HELMSTEDT ;52 665;34 566;17 148;865;;;86;1 335;6 751;5 429;17 650;17 346;3 379;214;163;1 281;2 790;4 246;7 218;1 275;85
03155 NORTHEIM ;83 050;57 405;24 467;1 071;;;107;1 904;11 032;10 057;30 167;23 721;4 530;494;210;1 650;4 121;6 813;9 668;1 715;201
03156 OSTERODE AM HARZ;44 502;31 243;12 575;595;;;89;1 006;5 533;5 402;16 276;13 196;2 043;257;91;840;2 089;3 447;5 232;737;94
03157 PEINE ;78 100;53 819;22 667;1 478;;;136;1 837;11 004;9 465;29 179;21 983;3 537;299;183;1 649;4 054;6 554;8 814;1 169;126
03158 WOLFENBUETTEL ;71 097;48 598;21 232;1 126;;;141;1 616;8 657;8 016;25 655;22 438;3 628;337;189;1 466;3 521;5 715;8 823;1 306;145
03159 GOETTINGEN ;130 985;88 731;40 265;1 658;;;331;3 202;17 193;15 712;46 256;38 556;7 371;841;361;2 957;6 781;10 299;16 349;2 948;393
RB ZUSAMMEN ;965 430;627 958;321 408;12 800;;;3 264;19 624;107 451;96 350;305 148;279 357;139 905;6 489;2 296;18 375;43 905;70 338;118 028;64 743;2 467
RB HANNOVER ;;;;;;;;;;;;;;;;;;;;;
03241 HANNOVER ;556 153;374 657;171 417;8 138;;;1 941;13 336;68 886;63 879;194 757;168 229;38 490;2 368;1 106;9 208;24 970;43 271;73 880;17 482;974
03251 DIEPHOLZ ;131 327;87 236;41 772;1 984;;;335;2 653;16 776;16 822;49 153;37 241;6 673;473;349;3 075;7 143;11 695;16 418;2 665;197
03252 HAMELN-PYRMONT ;87 909;61 976;24 422;1 207;;;304;2 330;12 336;11 103;31 753;23 391;4 168;580;258;1 815;4 395;6 643;9 382;1 507;230
03254 HILDESHEIM ;152 726;106 453;43 966;1 951;;;356;3 218;18 982;17 928;56 478;45 993;7 912;510;374;2 863;7 194;11 986;18 246;2 890;200
03255 HOLZMINDEN ;42 853;29 959;12 181;666;;;47;1 179;5 864;5 105;15 348;11 921;2 179;443;129;854;2 072;3 372;4 762;779;144
03256 NIENBURG(WESER) ;72 743;47 970;23 184;1 357;;;232;1 671;10 842;9 932;27 204;19 048;2 806;320;239;1 840;4 347;6 712;8 569;1 195;144
03257 SCHAUMBURG ;95 289;66 306;27 127;1 626;;;230;2 468;13 870;12 358;34 654;25 839;4 225;378;247;2 012;4 886;7 548;10 554;1 571;149
RB ZUSAMMEN ;1 139 000;774 557;344 069;16 929;;;3 445;26 855;147 556;137 127;409 347;331 662;66 453;5 072;2 702;21 667;55 007;91 227;141 811;28 089;2 038
RB LUENEBURG ;;;;;;;;;;;;;;;;;;;;;
03351 CELLE ;103 461;67 941;33 863;1 480;;;177;2 258;14 072;13 172;37 269;30 073;5 154;480;320;2 381;5 774;9 086;13 698;2 252;234
03352 CUXHAVEN ;118 157;76 638;38 899;2 330;;;290;2 266;15 662;15 673;44 456;33 343;4 905;436;334;3 155;6 985;11 221;14 907;1 945;201
03353 HARBURG ;154 955;99 240;53 164;1 954;;;597;3 177;17 078;18 528;54 961;48 819;8 905;757;520;3 735;8 864;13 799;21 885;3 635;342
03354 LUECHOW-DANNENBERG ;29 085;17 964;10 217;839;;;65;833;5 117;4 558;10 346;6 793;978;186;124;1 185;2 276;2 880;3 225;377;89
03355 LUENEBURG ;97 296;61 908;33 879;1 235;;;274;2 066;12 010;12 241;34 724;29 158;5 587;546;382;2 621;5 914;9 070;13 448;2 078;259
03356 OSTERHOLZ ;67 824;45 753;20 588;1 324;;;159;1 371;8 898;8 873;26 008;18 652;3 105;210;180;1 421;3 640;5 984;7 902;1 248;91
03357 ROTENBURG(WUEMME) ;103 961;62 644;39 532;1 549;;;236;1 970;13 990;13 511;38 177;30 238;4 699;348;276;2 923;6 736;10 676;16 242;2 321;148
03358 HEIDEKREIS ;82 433;52 329;28 629;1 357;;;118;1 893;11 514;11 018;30 039;22 188;3 617;469;275;2 161;5 120;8 130;10 912;1 675;219
03359 STADE ;116 548;76 692;38 057;1 443;;;356;2 075;14 305;14 658;43 365;34 165;6 335;406;370;3 094;6 609;10 415;14 745;2 422;180
03360 UELZEN ;53 535;35 588;17 237;600;;;110;1 218;7 403;6 630;19 601;15 317;2 643;229;183;1 532;3 242;4 583;6 561;927;121
03361 VERDEN ;81 539;53 745;26 472;1 170;;;152;1 609;9 490;9 851;30 091;24 491;4 649;255;184;1 568;4 346;7 170;11 028;1 953;87
RB ZUSAMMEN ;1 008 794;650 442;340 537;15 281;;;2 534;20 736;129 539;128 713;369 037;293 237;50 577;4 322;3 148;25 776;59 506;93 014;134 553;20 833;1 971
RB WESER-EMS ;;;;;;;;;;;;;;;;;;;;;
03401 DELMENHORST,STADT ;39 821;28 475;10 476;727;;;143;732;5 367;5 270;14 873;10 577;2 246;139;83;728;1 928;3 008;3 937;700;48
03402 EMDEN,STADT ;23 235;15 970;6 752;484;;;29;377;3 001;2 718;8 327;7 104;1 431;90;57;464;1 159;1 579;2 865;567;44
03403 OLDENBURG(OLDENB),STADT ;83 194;52 037;28 990;1 879;;;288;1 671;9 928;9 972;28 959;25 394;5 480;381;239;1 813;4 277;7 203;12 419;2 643;154
03404 OSNABRUECK,STADT ;79 335;51 479;26 295;1 108;;;453;1 730;9 422;9 094;27 280;24 794;5 786;245;83;1 124;3 290;6 402;12 171;3 058;82
03405 WILHELMSHAVEN,STADT ;38 389;27 567;9 973;761;;;88;719;5 153;5 204;14 005;10 937;1 935;105;103;724;1 791;2 481;4 077;682;50
03451 AMMERLAND ;74 526;46 500;26 379;1 510;;;137;1 310;9 391;9 702;27 204;22 145;3 475;272;212;2 006;4 530;7 101;10 755;1 488;132
03452 AURICH ;109 598;70 976;35 207;3 221;;;194;2 108;15 755;14 335;41 115;29 965;4 806;480;336;3 045;6 338;9 727;13 397;1 966;225
03453 CLOPPENBURG ;91 506;48 741;40 799;1 866;;;100;1 498;11 967;13 160;35 136;24 794;3 256;244;285;3 393;7 365;12 591;14 815;1 922;117
03454 EMSLAND ;184 161;100 812;78 674;4 379;;;296;2 660;19 593;23 530;70 092;57 905;8 316;640;404;4 519;12 443;22 870;33 341;4 624;277
03455 FRIESLAND ;61 600;40 079;19 699;1 696;;;126;1 230;8 665;8 320;22 609;17 280;2 568;236;194;1 719;3 592;5 271;7 653;1 039;98
03456 GRAFSCHAFT BENTHEIM ;78 142;39 873;35 005;3 111;;;153;1 262;8 308;10 797;29 295;24 230;3 430;224;176;1 848;5 604;10 758;14 475;1 949;95
03457 LEER ;95 968;60 046;32 947;2 815;;;160;1 719;13 737;13 738;36 216;25 785;3 488;309;260;2 875;6 114;9 201;12 577;1 540;137
03458 OLDENBURG(OLDENBURG) ;77 830;48 071;27 906;1 668;;;185;1 431;9 825;10 136;28 811;22 524;3 805;223;223;2 031;4 805;8 028;10 866;1 660;96
03459 OSNABRUECK ;214 321;138 747;71 818;3 254;;;502;4 397;27 846;26 740;81 219;61 415;9 751;835;406;4 295;11 501;21 115;29 528;4 368;342
03460 VECHTA ;79 612;45 021;33 210;1 214;;;167;1 433;9 485;10 160;30 179;23 744;3 650;188;198;2 192;5 181;9 677;13 678;2 086;71
03461 WESERMARSCH ;50 463;32 113;16 891;1 378;;;81;1 022;6 855;7 056;18 883;13 713;2 180;217;164;1 397;3 166;4 820;6 281;862;92
03462 WITTMUND ;33 725;21 894;10 854;917;;;60;735;5 077;4 610;12 614;8 856;1 241;190;98;988;2 118;3 022;3 974;515;78
RB ZUSAMMEN ;1 415 426;868 401;511 875;31 988;;;3 162;26 034;179 375;184 542;526 817;411 162;66 844;5 018;3 521;35 161;85 202;144 854;206 809;31 669;2 138
LAND INSGESAMT ;4 528 650;2 921 358;1 517 889;76 998;;;12 405;93 249;563 921;546 732;1 610 349;1 315 418;323 779;20 901;11 667;100 979;243 620;399 433;601 201;145 334;8 614
NORDRHEIN-WESTFALEN ;;;;;;;;;;;;;;NORDRHEIN-WESTFALEN;;;;;;;
RB DUESSELDORF ;;;;;;;;;;;;;;;;;;;;;
05111 DUESSELDORF, STADT ;299 756;177 956;116 757;3 584;;;1 459;7 311;30 255;30 471;87 563;102 393;34 898;1 154;357;4 167;11 757;21 573;57 125;21 022;416
05112 DUISBURG,STADT ;220 667;158 130;56 568;5 473;;;496;5 123;28 889;29 671;80 827;59 821;12 242;573;175;2 641;9 224;16 780;22 349;4 883;243
05113 ESSEN,STADT ;277 737;195 904;75 865;5 124;;;844;5 970;31 442;31 903;96 097;87 746;20 911;456;167;2 985;9 489;18 213;35 294;9 313;129
05114 KREFELD,STADT ;113 362;77 709;32 654;2 707;;;292;2 709;13 637;13 948;40 178;33 174;7 699;369;131;1 482;4 957;8 465;14 218;3 140;142
05116 MOENCHENGLADBACH,STADT ;131 088;89 292;38 385;3 051;;;360;3 177;15 882;16 567;46 631;38 354;8 211;504;199;1 686;5 600;10 338;16 650;3 558;237
05117 MUELHEIM A.D.RUHR,STADT ;90 329;64 521;24 102;1 449;;;257;2 119;10 266;10 455;31 826;28 175;6 043;170;77;1 043;3 338;6 089;10 955;2 435;55
05119 OBERHAUSEN,STADT ;106 163;78 442;25 174;2 298;;;249;2 448;13 138;13 149;38 811;30 814;6 275;311;127;1 142;3 794;7 103;10 469;2 320;123
05120 REMSCHEID,STADT ;58 877;40 877;17 025;819;;;156;1 092;6 098;6 406;20 700;19 277;4 352;147;67;653;2 308;4 652;7 526;1 705;44
05122 SOLINGEN,STADT ;87 491;61 622;24 135;1 338;;;396;2 082;10 676;10 191;30 640;24 654;7 629;252;125;1 113;3 628;5 971;9 392;3 703;70
05124 WUPPERTAL,STADT ;163 639;113 096;47 417;2 567;;;559;3 427;19 026;19 088;57 826;50 130;11 531;400;175;2 014;6 577;12 718;20 630;4 958;165
05154 KLEVE ;180 389;105 096;66 672;8 175;;;446;3 824;22 172;26 045;65 851;51 147;8 386;918;503;4 392;12 127;18 997;26 070;3 911;463
05158 METTMANN ;282 664;189 755;87 826;4 015;;;1 068;6 053;30 177;31 411;98 054;91 459;21 045;844;413;3 733;11 537;20 682;40 973;9 802;310
05162 NEUSS ;259 220;173 567;80 333;4 427;;;893;6 200;26 276;29 004;89 653;81 450;18 587;1 455;457;3 407;11 074;20 061;36 061;8 180;675
05166 VIERSEN ;177 719;115 959;55 576;5 814;;;370;4 043;21 192;22 621;64 080;52 354;9 738;757;327;2 925;8 743;15 089;23 783;4 137;319
05170 WESEL ;271 909;183 662;79 174;8 413;;;660;5 624;31 335;33 747;100 120;81 034;16 332;920;434;4 154;12 102;22 124;33 345;6 351;405
RB ZUSAMMEN ;2 721 010;1 825 588;827 663;59 254;;;8 505;61 202;310 461;324 677;948 857;831 982;193 879;9 230;3 734;37 537;116 255;208 855;364 840;89 418;3 796
RB KOELN ;;;;;;;;;;;;;;;;;;;;;
05314 BONN,STADT ;173 589;96 937;74 194;1 686;;;772;4 386;16 888;17 191;49 083;63 246;18 520;1 068;385;2 305;6 415;12 056;39 502;12 894;429
05315 KOELN,STADT ;461 121;296 493;155 778;5 653;;;3 197;10 869;48 348;53 133;151 253;138 702;48 931;2 039;642;6 005;19 593;36 044;66 571;25 682;660
05316 LEVERKUSEN,STADT ;85 390;58 902;24 878;1 278;;;332;1 993;9 716;10 251;29 986;25 577;6 640;255;127;1 281;3 851;6 364;10 216;2 831;103
05334 AACHEN, STAEDTEREGION ;277 588;178 642;92 001;5 968;;;977;5 789;30 442;34 411;96 266;86 988;19 026;842;669;5 257;14 176;23 749;38 708;8 583;327
05358 DUEREN ;152 536;101 113;48 182;2 865;;;376;3 507;18 051;19 575;54 813;45 717;8 308;572;333;3 230;8 121;13 030;19 602;3 360;229
05362 RHEIN-ERFT-KREIS ;264 625;181 216;78 790;3 811;;;808;5 909;28 821;32 806;94 598;81 501;17 174;1 055;475;4 080;12 752;20 597;33 252;6 962;431
05366 EUSKIRCHEN ;126 638;78 476;45 349;2 334;;;479;2 320;13 739;15 601;42 662;35 118;15 190;470;254;2 473;6 978;11 458;16 742;7 043;185
05370 HEINSBERG ;148 818;91 151;51 437;5 865;;;365;3 157;18 012;20 248;54 067;43 561;7 677;710;364;3 221;8 796;14 573;20 731;3 320;283
05374 OBERBERGISCHER KREIS ;167 857;110 768;54 287;2 383;;;419;3 380;18 633;20 633;61 992;50 563;9 858;854;335;2 978;9 117;15 018;22 134;4 216;337
05378 RHEIN.-BERGISCHER KREIS ;171 790;116 932;51 879;2 391;;;588;3 922;18 640;20 441;60 265;53 555;11 469;624;310;2 797;7 902;13 330;22 578;4 424;246
05382 RHEIN-SIEG-KREIS ;345 505;231 854;106 495;5 913;;;1 243;7 763;39 954;44 315;126 114;102 487;19 373;1 521;647;5 972;17 685;29 329;44 095;7 829;600
RB ZUSAMMEN ;2 375 457;1 542 484;783 270;40 147;;;9 556;52 995;261 244;288 605;821 099;727 015;182 166;10 010;4 541;39 599;115 386;195 548;334 131;87 144;3 830
RB MUENSTER ;;;;;;;;;;;;;;;;;;;;;
05512 BOTTROP,STADT ;64 612;48 507;14 555;1 391;;;159;1 444;7 595;7 567;23 024;18 930;3 662;210;70;687;2 213;3 932;6 225;1 228;89
05513 GELSENKIRCHEN,STADT ;117 493;86 710;27 908;2 538;;;337;3 214;15 440;14 896;41 535;32 156;7 144;645;137;1 360;4 566;8 117;11 034;2 390;180
05515 MUENSTER,STADT ;138 887;87 280;48 858;2 328;;;421;3 375;15 801;16 222;46 855;43 520;10 211;551;356;2 343;6 418;11 526;22 073;5 563;261
05554 BORKEN ;207 877;120 362;79 969;7 162;;;384;3 419;22 541;27 063;78 395;62 631;10 553;782;405;4 110;12 805;23 626;33 300;5 129;323
05558 COESFELD ;129 520;80 811;45 402;2 884;;;423;2 360;14 726;16 972;48 313;39 135;6 153;391;296;2 695;7 368;12 696;19 221;2 745;165
05562 RECKLINGHAUSEN ;335 491;243 233;84 532;6 802;;;924;7 145;40 271;40 225;123 150;100 956;18 891;929;401;4 098;13 235;23 281;36 430;6 378;406
05566 STEINFURT ;254 055;160 409;88 042;5 028;;;576;4 587;30 233;32 568;96 225;73 995;11 981;1 031;502;4 818;14 230;25 238;36 459;5 971;472
05570 WARENDORF ;159 920;105 402;51 220;2 978;;;320;3 603;20 576;20 835;59 827;44 697;7 565;700;370;3 298;8 900;14 323;20 406;3 400;283
RB ZUSAMMEN ;1 407 855;932 714;440 486;31 111;;;3 544;29 147;167 183;176 348;517 324;416 020;76 160;5 239;2 537;23 409;69 735;122 739;185 148;32 804;2 179
RB DETMOLD ;;;;;;;;;;;;;;;;;;;;;
