Stadt;Insgesamt;Benzin;Diesel;Gas (einschl. bivalent);Hybrid;Elektro;Sonstige;Euro 1;Euro 2;Euro 3;Euro 4;Euro 5;Euro 6;Sonstige2;Euro 1 2;Euro 2 2;Euro 3 2;Euro 4 2;Euro 5 2;Euro 6 2;Sonstige3
09764 MEMMINGEN,STADT ;23770;15421;8073;283;;;35;593;3208;3600;9179;6701;156;78;66;578;1665;2470;3159;73;29
09771 AICHACH-FRIEDBERG ;77463;51492;24958;1036;;;151;2171;11343;11743;31600;19003;495;355;222;2285;5363;8388;8285;194;144
09772 AUGSBURG ;146857;100997;43917;1889;;;439;3996;20781;21671;59225;37848;1012;736;388;3453;9195;14477;15536;372;330
09773 DILLINGEN A.D.DONAU ;58185;38942;18509;688;;;95;1599;8993;9421;24171;12963;279;175;161;1690;4206;6424;5728;138;75
09774 GUENZBURG ;74284;48075;25492;712;;;92;1829;10786;11446;31082;17815;377;331;150;1863;5296;8989;8825;173;129
09775 NEU-ULM ;97920;66506;30477;1017;;;102;2446;13989;14227;41046;23839;1000;291;153;2191;6225;10682;10673;282;125
09776 LINDAU (BODENSEE) ;47150;31828;14915;406;;;88;1519;7836;7407;18465;10754;250;268;211;1699;3412;4516;4775;104;113
09777 OSTALLGAEU ;80642;52170;27310;1117;;;167;2206;11909;12748;32409;19846;331;506;323;2832;6308;8639;8757;145;220
09778 UNTERALLGAEU ;85742;55933;28892;926;;;141;2475;13285;13537;35730;19200;272;359;249;2725;6377;10106;9076;128;138
09779 DONAU-RIES ;82385;53472;28018;927;;;169;2470;13936;13305;32766;18301;599;381;247;2823;6294;9415;8783;220;161
09780 OBERALLGAEU ;90567;59331;30409;786;;;132;2468;12542;13696;36136;23584;472;670;364;3068;6798;9303;10248;223;283
RB ZUSAMMEN ;1047320;696494;338154;12736;;;2319;28740;153713;158850;420435;262868;7136;4978;2977;29256;72007;110058;117683;2764;2125
LAND INSGESAMT ;7311093;4724670;2501232;79961;;;16594;206423;1046857;1058426;2841132;1969813;62920;42448;21695;202529;495371;764984;964548;26685;16913
BERLIN ;BERLIN;;;;;;;;;;;;;BERLIN;;;;;;;
11000 BERLIN ;1154106;866100;264358;20137;;;6380;45257;199495;168162;434098;281066;9306;2430;1968;19170;51366;80299;105068;3250;1040
LAND INSGESAMT ;1154106;866100;264358;20137;;;6380;45257;199495;168162;434098;281066;9306;2430;1968;19170;51366;80299;105068;3250;1040
BRANDENBURG ;;;;;;;;;;;;;;BRANDENBURG;;;;;;;
12051 BRANDENBURG/HAVEL,STADT ;32921;25422;7046;376;;;120;998;5621;4939;13787;7122;145;103;64;576;1564;2428;2294;47;41
12052 COTTBUS, STADT ;47490;36737;10129;490;;;185;1512;8225;7090;19089;10749;232;134;91;784;2245;3123;3714;97;46
12053 FRANKFURT/ODER,STADT ;27982;22273;5211;488;;;89;863;4550;4212;11686;6280;153;92;61;467;1134;1608;1859;49;21
12054 POTSDAM,STADT ;67631;49043;17413;1105;;;215;1980;10093;9775;27768;16710;423;144;120;1193;3432;5642;6661;179;85
12060 BARNIM ;95543;72448;21344;1701;;;282;3427;17294;15101;38291;19786;334;310;220;2097;5006;6999;6669;123;109
12061 DAHME-SPREEWALD ;92913;67688;23140;2029;;;356;3777;17144;14304;36592;19590;366;231;243;2119;5255;7588;7596;136;84
12062 ELBE-ELSTER ;62803;46928;14996;846;;;118;3189;13203;10159;24121;10997;210;200;191;1526;3722;5076;4263;97;72
12063 HAVELLAND ;84046;62321;20183;1431;;;244;3038;14755;13045;34345;17213;357;321;194;1844;4609;7098;6066;140;133
12064 MAERKISCH-ODERLAND ;106818;81298;23491;1944;;;299;4220;20177;16534;42226;21006;387;416;277;2372;5480;7795;7116;174;132
12065 OBERHAVEL ;111032;83202;25737;1979;;;296;4159;19739;17368;44116;22670;460;428;237;2305;5806;8879;8036;164;135
12066 ODERSPREEWALD-LAUSITZ ;65279;48686;15617;931;;;140;2640;11835;10427;25861;13253;245;208;139;1316;3576;5337;5024;101;62
12067 ODER-SPREE ;101375;76192;23445;1715;;;225;3478;17724;15884;41471;21189;402;301;203;2152;5261;7845;7599;191;99
12068 OSTPRIGNITZ-RUPPIN ;55626;40172;14538;931;;;72;2127;10530;9089;22598;10199;169;249;151;1530;3444;5008;4161;88;84
12069 POTSDAM-MITTELMARK ;117047;82893;32098;2030;;;273;3959;18960;17932;48095;25825;556;309;267;2839;7327;10973;10196;223;120
12070 PRIGNITZ ;44181;32406;11175;610;;;63;1733;8577;6955;18185;7917;130;171;138;1227;2645;3713;3254;74;62
12071 SPREE-NEISSE ;70627;54356;15440;739;;;127;2884;13707;11084;28248;13251;271;323;160;1540;3865;5024;4598;123;80
12072 TELTOW-FLAEMING ;92959;67063;24098;1746;;;233;3800;16764;13584;36883;19870;539;240;215;2232;5143;7739;8374;191;92
12073 UCKERMARK ;67042;51949;14254;785;;;143;2352;12246;10759;27693;12660;171;206;177;1396;3452;4807;4204;89;69
LAND INSGESAMT ;1343315;1001077;319355;21876;;;3480;50136;241144;208241;541055;276287;5550;4386;3148;29515;72966;106682;101684;2286;1526
BREMEN ;;;;;;;;;;;;;;BREMEN;;;;;;;
04011 BREMEN, STADT ;230164;160294;65887;3795;;;722;8026;38139;32950;84535;58133;2843;1096;606;4662;11886;19145;27669;929;490
04012 BREMERHAVEN,STADT ;46106;33185;12072;843;;;150;1247;7907;6978;18482;10831;252;140;128;1067;2633;3783;4244;104;52
LAND INSGESAMT ;276270;193479;77959;4638;;;872;9273;46046;39928;103017;68964;3095;1236;734;5729;14519;22928;31913;1033;542
HAMBURG ;;;;;;;;;;;;;;HAMBURG;;;;;;;
02000 HAMBURG ;742320;497361;236179;7755;;;2320;23648;104553;98189;261740;228954;9103;3737;2811;18133;40770;57396;110518;3174;1840
LAND INSGESAMT ;742320;497361;236179;7755;;;2320;23648;104553;98189;261740;228954;9103;3737;2811;18133;40770;57396;110518;3174;1840
HESSEN ;;;;;;;;;;;;;;HESSEN;;;;;;;
RB DARMSTADT ;;;;;;;;;;;;;;;;;;;;;
06411 DARMSTADT,STADT ;69492;45458;22986;964;;;268;2550;10665;9738;25179;19356;549;369;218;1503;3744;6787;10204;267;156
06412  FRANKFURT AM MAIN,STADT;314924;184316;126382;3909;;;1286;10106;39942;36624;99550;117513;4019;947;370;4434;14225;27430;76967;2238;262
06413  OFFENBACH AM MAIN,STADT;51008;34704;15532;759;;;187;2166;9242;7696;18093;12492;351;247;117;1141;2994;4700;6309;137;86
06414 WIESBADEN,STADT ;138559;92084;44719;1666;;;483;4266;19448;19138;51616;40068;1245;354;237;2215;7265;14043;20040;616;135
06431 BERGSTRASSE ;159213;111172;46028;1882;;;372;5798;26300;23841;61098;37595;1837;642;482;3961;9731;14486;16431;383;244
06432 DARMSTADT-DIEBURG ;171536;119474;49611;2184;;;519;5984;26651;25249;66811;42655;914;864;447;3835;10122;16187;18119;327;328
06433 GROSS-GERAU ;149882;105117;42448;2089;;;522;4636;22269;20715;54394;44728;1090;581;289;2725;7823;12962;17887;378;252
06434 HOCHTAUNUSKREIS ;153449;98365;53400;1426;;;426;4372;17124;17886;53139;54913;3207;563;258;2263;7311;12939;29044;1261;186
06435 MAIN-KINZIG-KREIS ;235650;163649;68889;2868;;;616;7771;37184;34819;94450;56170;1192;1096;521;5185;14160;24052;23880;490;381
06436 MAIN-TAUNUS-KREIS ;172521;107612;63249;1306;;;523;4200;17815;17995;55317;71401;2125;581;206;2042;6631;13155;40080;802;189
06437 ODENWALDKREIS ;57699;39723;17017;827;;;152;1874;9723;9032;22782;13208;209;240;150;1644;3826;5620;5523;68;92
06438 OFFENBACH ;198524;138635;57249;2491;;;592;6930;29031;27291;75865;52654;1499;725;374;3373;9950;17787;24523;681;220
